species,band_type,mode_index,mode1,mode2,frequency_cm1,wavelength_nm,intensity_km_mol,source
D2O-D2O-DX,overtone,,9,9.0,5338.0,1873.3608092918696,0.23,GVPT2_overtone_combination
D2O-D2O-DX,combination,,9,10.0,5458.74,1831.9245833287537,0.03,GVPT2_overtone_combination
D2O-D2O-DX,combination,,9,11.0,5407.24,1849.3723230335625,1.22,GVPT2_overtone_combination
D2O-D2O-DX,overtone,,10,10.0,5474.04,1826.8043346413253,0.36,GVPT2_overtone_combination
D2O-D2O-DX,combination,,10,11.0,5566.61,1796.4254725946314,0.01,GVPT2_overtone_combination
D2O-D2O-DX,overtone,,11,11.0,5542.2,1804.3376276568872,0.01,GVPT2_overtone_combination
D2O-H2O-DX,overtone,,0,0.0,175.28,57051.57462345961,1.17,GVPT2_overtone_combination
D2O-H2O-DX,combination,,0,1.0,212.47,47065.46806607992,0.01,GVPT2_overtone_combination
D2O-H2O-DX,combination,,0,2.0,217.71,45932.66271645767,0.0,GVPT2_overtone_combination
D2O-H2O-DX,combination,,0,3.0,231.93,43116.45755184754,0.21,GVPT2_overtone_combination
D2O-H2O-DX,combination,,0,4.0,367.3,27225.70106180234,0.95,GVPT2_overtone_combination
D2O-H2O-DX,combination,,0,5.0,463.71,21565.202389424427,0.17,GVPT2_overtone_combination
D2O-H2O-DX,combination,,0,6.0,1282.9,7794.83981604178,0.05,GVPT2_overtone_combination
D2O-H2O-DX,combination,,0,7.0,1690.05,5916.984704594539,0.22,GVPT2_overtone_combination
D2O-H2O-DX,combination,,0,8.0,2741.91,3647.0927200382216,0.0,GVPT2_overtone_combination
D2O-H2O-DX,combination,,0,9.0,2858.94,3497.7998838730437,0.38,GVPT2_overtone_combination
D2O-H2O-DX,combination,,0,10.0,3778.11,2646.8260585319113,0.27,GVPT2_overtone_combination
D2O-H2O-DX,combination,,0,11.0,3867.82,2585.4357234824784,0.43,GVPT2_overtone_combination
D2O-H2O-DX,overtone,,1,1.0,222.61,44921.61178743093,0.69,GVPT2_overtone_combination
D2O-H2O-DX,combination,,1,2.0,224.59,44525.57994567879,0.37,GVPT2_overtone_combination
D2O-H2O-DX,combination,,1,3.0,252.12,39663.65222909726,0.02,GVPT2_overtone_combination
D2O-H2O-DX,combination,,1,4.0,353.16,28315.777551251555,0.29,GVPT2_overtone_combination
D2O-H2O-DX,combination,,1,5.0,514.61,19432.191368220592,0.49,GVPT2_overtone_combination
D2O-H2O-DX,combination,,1,6.0,1295.76,7717.478545409644,0.04,GVPT2_overtone_combination
D2O-H2O-DX,combination,,1,7.0,1710.2,5847.26932522512,0.0,GVPT2_overtone_combination
D2O-H2O-DX,combination,,1,8.0,2772.06,3607.425524700043,0.19,GVPT2_overtone_combination
D2O-H2O-DX,combination,,1,9.0,2888.95,3461.465238235345,0.03,GVPT2_overtone_combination
D2O-H2O-DX,combination,,1,10.0,3799.07,2632.2231493497093,0.1,GVPT2_overtone_combination
D2O-H2O-DX,combination,,1,11.0,3887.92,2572.0693841437064,0.74,GVPT2_overtone_combination
D2O-H2O-DX,overtone,,2,2.0,220.14,45425.63823021714,1.3,GVPT2_overtone_combination
D2O-H2O-DX,combination,,2,3.0,250.94,39850.16338566988,0.37,GVPT2_overtone_combination
D2O-H2O-DX,combination,,2,4.0,348.55,28690.28833739779,10.76,GVPT2_overtone_combination
D2O-H2O-DX,combination,,2,5.0,499.23,20030.84750515794,0.68,GVPT2_overtone_combination
D2O-H2O-DX,combination,,2,6.0,1295.53,7718.848656534392,0.01,GVPT2_overtone_combination
D2O-H2O-DX,combination,,2,7.0,1711.8,5841.80394905947,0.13,GVPT2_overtone_combination
D2O-H2O-DX,combination,,2,8.0,2771.85,3607.69882930173,0.69,GVPT2_overtone_combination
D2O-H2O-DX,combination,,2,9.0,2889.01,3461.3933492788183,0.13,GVPT2_overtone_combination
D2O-H2O-DX,combination,,2,10.0,3800.49,2631.2396559391027,0.36,GVPT2_overtone_combination
D2O-H2O-DX,combination,,2,11.0,3892.32,2569.1618366424136,0.08,GVPT2_overtone_combination
D2O-H2O-DX,overtone,,3,3.0,268.56,37235.62704795949,0.76,GVPT2_overtone_combination
D2O-H2O-DX,combination,,3,4.0,366.37,27294.811256380162,0.45,GVPT2_overtone_combination
D2O-H2O-DX,combination,,3,5.0,517.94,19307.255666679535,1.54,GVPT2_overtone_combination
D2O-H2O-DX,combination,,3,6.0,1319.89,7576.388941502701,0.02,GVPT2_overtone_combination
D2O-H2O-DX,combination,,3,7.0,1731.17,5776.440210955596,0.1,GVPT2_overtone_combination
D2O-H2O-DX,combination,,3,8.0,2790.91,3583.060722130058,0.57,GVPT2_overtone_combination
D2O-H2O-DX,combination,,3,9.0,2905.3,3441.985337142464,0.34,GVPT2_overtone_combination
D2O-H2O-DX,combination,,3,10.0,3823.3,2615.541547877488,0.21,GVPT2_overtone_combination
D2O-H2O-DX,combination,,3,11.0,3911.98,2556.2502875781574,0.03,GVPT2_overtone_combination
D2O-H2O-DX,overtone,,4,4.0,415.41,24072.602970559205,4.11,GVPT2_overtone_combination
D2O-H2O-DX,combination,,4,5.0,614.89,16263.071443672852,0.02,GVPT2_overtone_combination
D2O-H2O-DX,combination,,4,6.0,1417.17,7056.3164616806735,0.13,GVPT2_overtone_combination
D2O-H2O-DX,combination,,4,7.0,1836.14,5446.207805505027,0.27,GVPT2_overtone_combination
D2O-H2O-DX,combination,,4,8.0,2903.66,3443.9293856718764,0.56,GVPT2_overtone_combination
D2O-H2O-DX,combination,,4,9.0,3011.26,3320.8690050012283,0.07,GVPT2_overtone_combination
D2O-H2O-DX,combination,,4,10.0,3926.91,2546.531496774818,0.57,GVPT2_overtone_combination
D2O-H2O-DX,combination,,4,11.0,4018.2,2488.6765218256933,0.08,GVPT2_overtone_combination
D2O-H2O-DX,overtone,,5,5.0,741.35,13488.905375328792,0.83,GVPT2_overtone_combination
D2O-H2O-DX,combination,,5,6.0,1581.73,6322.191524470042,0.03,GVPT2_overtone_combination
D2O-H2O-DX,combination,,5,7.0,1990.19,5024.645888081037,0.0,GVPT2_overtone_combination
D2O-H2O-DX,combination,,5,8.0,3066.31,3261.2488626394593,0.0,GVPT2_overtone_combination
D2O-H2O-DX,combination,,5,9.0,3169.77,3154.80302987283,0.05,GVPT2_overtone_combination
D2O-H2O-DX,combination,,5,10.0,4080.03,2450.9623703747275,0.03,GVPT2_overtone_combination
D2O-H2O-DX,combination,,5,11.0,4168.69,2398.8351256629785,0.06,GVPT2_overtone_combination
D2O-H2O-DX,overtone,,6,6.0,2339.92,4273.650381209613,0.04,GVPT2_overtone_combination
D2O-H2O-DX,combination,,6,7.0,2772.69,3606.605859291879,0.0,GVPT2_overtone_combination
D2O-H2O-DX,combination,,6,8.0,3821.25,2616.9447170428525,0.55,GVPT2_overtone_combination
D2O-H2O-DX,combination,,6,9.0,3943.9,2535.5612464819087,1.78,GVPT2_overtone_combination
D2O-H2O-DX,combination,,6,10.0,4864.66,2055.642120929315,0.01,GVPT2_overtone_combination
D2O-H2O-DX,combination,,6,11.0,4952.94,2019.002854870037,0.0,GVPT2_overtone_combination
D2O-H2O-DX,overtone,,7,7.0,3147.78,3176.8420918869806,0.04,GVPT2_overtone_combination
D2O-H2O-DX,combination,,7,8.0,4236.99,2360.166061284072,0.01,GVPT2_overtone_combination
D2O-H2O-DX,combination,,7,9.0,4362.01,2292.5211083881054,0.0,GVPT2_overtone_combination
D2O-H2O-DX,combination,,7,10.0,5262.08,1900.3891997081003,0.04,GVPT2_overtone_combination
D2O-H2O-DX,combination,,7,11.0,5344.66,1871.026407666718,3.79,GVPT2_overtone_combination
D2O-H2O-DX,overtone,,8,8.0,5220.09,1915.6757833677198,0.05,GVPT2_overtone_combination
D2O-H2O-DX,combination,,8,9.0,5364.42,1864.134426461761,0.56,GVPT2_overtone_combination
D2O-H2O-DX,combination,,8,10.0,6327.88,1580.3080968665652,0.06,GVPT2_overtone_combination
D2O-H2O-DX,combination,,8,11.0,6416.03,1558.5962035713674,0.02,GVPT2_overtone_combination
D2O-H2O-DX,overtone,,9,9.0,5473.45,1827.0012514958573,0.37,GVPT2_overtone_combination
D2O-H2O-DX,combination,,9,10.0,6453.85,1549.462723800522,0.01,GVPT2_overtone_combination
D2O-H2O-DX,combination,,9,11.0,6542.1,1528.5611653750325,0.0,GVPT2_overtone_combination
D2O-H2O-DX,overtone,,10,10.0,7289.6,1371.8173836698859,0.46,GVPT2_overtone_combination
D2O-H2O-DX,combination,,10,11.0,7302.93,1369.3134125618074,2.51,GVPT2_overtone_combination
D2O-H2O-DX,overtone,,11,11.0,7455.28,1341.3312444334754,0.01,GVPT2_overtone_combination
D2O-HDO-DD,overtone,,0,0.0,147.71,67700.22341073725,2.01,GVPT2_overtone_combination
D2O-HDO-DD,combination,,0,1.0,158.35,63151.247237132935,0.34,GVPT2_overtone_combination
D2O-HDO-DD,combination,,0,2.0,189.06,52893.26139849783,0.96,GVPT2_overtone_combination
D2O-HDO-DD,combination,,0,3.0,214.09,46709.3278527722,0.09,GVPT2_overtone_combination
D2O-HDO-DD,combination,,0,4.0,332.4,30084.235860409146,1.39,GVPT2_overtone_combination
D2O-HDO-DD,combination,,0,5.0,439.25,22766.078542970972,0.72,GVPT2_overtone_combination
D2O-HDO-DD,combination,,0,6.0,1265.0,7905.138339920949,0.06,GVPT2_overtone_combination
D2O-HDO-DD,combination,,0,7.0,1479.45,6759.2686471323805,0.33,GVPT2_overtone_combination
D2O-HDO-DD,combination,,0,8.0,2726.83,3667.2619855289845,0.08,GVPT2_overtone_combination
D2O-HDO-DD,combination,,0,9.0,2822.54,3542.9081607346575,0.88,GVPT2_overtone_combination
D2O-HDO-DD,combination,,0,10.0,2842.93,3517.497792770135,0.18,GVPT2_overtone_combination
D2O-HDO-DD,combination,,0,11.0,3804.73,2628.307396319844,0.06,GVPT2_overtone_combination
D2O-HDO-DD,overtone,,1,1.0,160.63,62254.87144369047,0.65,GVPT2_overtone_combination
D2O-HDO-DD,combination,,1,2.0,191.5,52219.32114882507,0.12,GVPT2_overtone_combination
D2O-HDO-DD,combination,,1,3.0,218.77,45710.10650454815,0.21,GVPT2_overtone_combination
D2O-HDO-DD,combination,,1,4.0,311.85,32066.698733365396,0.55,GVPT2_overtone_combination
D2O-HDO-DD,combination,,1,5.0,463.57,21571.715167072933,0.12,GVPT2_overtone_combination
D2O-HDO-DD,combination,,1,6.0,1264.69,7907.076042350299,0.11,GVPT2_overtone_combination
D2O-HDO-DD,combination,,1,7.0,1482.98,6743.179274164183,0.21,GVPT2_overtone_combination
D2O-HDO-DD,combination,,1,8.0,2732.77,3659.2907562656205,0.11,GVPT2_overtone_combination
D2O-HDO-DD,combination,,1,9.0,2814.51,3553.0163332160837,0.07,GVPT2_overtone_combination
D2O-HDO-DD,combination,,1,10.0,2852.72,3505.4264000673043,0.09,GVPT2_overtone_combination
D2O-HDO-DD,combination,,1,11.0,3807.28,2626.5470362043243,0.1,GVPT2_overtone_combination
D2O-HDO-DD,overtone,,2,2.0,192.01,52080.620800999954,0.87,GVPT2_overtone_combination
D2O-HDO-DD,combination,,2,3.0,242.37,41259.23175310476,0.33,GVPT2_overtone_combination
D2O-HDO-DD,combination,,2,4.0,354.96,28172.188415596123,5.44,GVPT2_overtone_combination
D2O-HDO-DD,combination,,2,5.0,483.58,20679.10169982216,0.76,GVPT2_overtone_combination
D2O-HDO-DD,combination,,2,6.0,1286.9,7770.6115471287585,0.04,GVPT2_overtone_combination
D2O-HDO-DD,combination,,2,7.0,1511.64,6615.331692731073,0.1,GVPT2_overtone_combination
D2O-HDO-DD,combination,,2,8.0,2760.88,3622.033554518849,0.47,GVPT2_overtone_combination
D2O-HDO-DD,combination,,2,9.0,2845.64,3514.147959685695,0.19,GVPT2_overtone_combination
D2O-HDO-DD,combination,,2,10.0,2878.4,3474.1523068371316,0.01,GVPT2_overtone_combination
D2O-HDO-DD,combination,,2,11.0,3830.92,2610.3390308333246,0.65,GVPT2_overtone_combination
D2O-HDO-DD,overtone,,3,3.0,265.88,37610.95230931247,0.71,GVPT2_overtone_combination
D2O-HDO-DD,combination,,3,4.0,360.43,27744.638348639124,0.35,GVPT2_overtone_combination
D2O-HDO-DD,combination,,3,5.0,504.49,19821.99845388412,1.3,GVPT2_overtone_combination
D2O-HDO-DD,combination,,3,6.0,1317.62,7589.441568889361,0.02,GVPT2_overtone_combination
D2O-HDO-DD,combination,,3,7.0,1536.65,6507.662772915107,0.07,GVPT2_overtone_combination
D2O-HDO-DD,combination,,3,8.0,2786.95,3588.151922352393,0.55,GVPT2_overtone_combination
D2O-HDO-DD,combination,,3,9.0,2873.8,3479.7132716264177,0.07,GVPT2_overtone_combination
D2O-HDO-DD,combination,,3,10.0,2901.4,3446.611980423244,0.35,GVPT2_overtone_combination
D2O-HDO-DD,combination,,3,11.0,3862.58,2588.9431416307234,0.1,GVPT2_overtone_combination
D2O-HDO-DD,overtone,,4,4.0,418.52,23893.720730192108,2.51,GVPT2_overtone_combination
D2O-HDO-DD,combination,,4,5.0,598.78,16700.624603360167,0.07,GVPT2_overtone_combination
D2O-HDO-DD,combination,,4,6.0,1410.25,7090.941322460557,0.11,GVPT2_overtone_combination
D2O-HDO-DD,combination,,4,7.0,1636.15,6111.909054793265,0.25,GVPT2_overtone_combination
D2O-HDO-DD,combination,,4,8.0,2894.7,3454.58942204719,0.56,GVPT2_overtone_combination
D2O-HDO-DD,combination,,4,9.0,2972.71,3363.9339188820973,0.21,GVPT2_overtone_combination
D2O-HDO-DD,combination,,4,10.0,3003.01,3329.992241118078,0.05,GVPT2_overtone_combination
D2O-HDO-DD,combination,,4,11.0,3962.07,2523.933196536154,0.39,GVPT2_overtone_combination
D2O-HDO-DD,overtone,,5,5.0,717.79,13931.651318630798,0.67,GVPT2_overtone_combination
D2O-HDO-DD,combination,,5,6.0,1568.38,6376.005814917303,0.04,GVPT2_overtone_combination
D2O-HDO-DD,combination,,5,7.0,1783.28,5607.644340765331,0.07,GVPT2_overtone_combination
D2O-HDO-DD,combination,,5,8.0,3050.17,3278.505788201969,0.02,GVPT2_overtone_combination
D2O-HDO-DD,combination,,5,9.0,3118.8,3206.3614210593814,0.02,GVPT2_overtone_combination
D2O-HDO-DD,combination,,5,10.0,3154.79,3169.783091743032,0.06,GVPT2_overtone_combination
D2O-HDO-DD,combination,,5,11.0,4108.25,2434.1264528692263,0.09,GVPT2_overtone_combination
D2O-HDO-DD,overtone,,6,6.0,2338.22,4276.757533508396,0.04,GVPT2_overtone_combination
D2O-HDO-DD,combination,,6,7.0,2578.76,3877.8327568288632,0.0,GVPT2_overtone_combination
D2O-HDO-DD,combination,,6,8.0,3817.83,2619.2889678167967,0.55,GVPT2_overtone_combination
D2O-HDO-DD,combination,,6,9.0,3915.41,2554.010946490917,0.0,GVPT2_overtone_combination
D2O-HDO-DD,combination,,6,10.0,3940.78,2537.568704672679,1.76,GVPT2_overtone_combination
D2O-HDO-DD,combination,,6,11.0,4904.44,2038.968771154301,0.0,GVPT2_overtone_combination
D2O-HDO-DD,overtone,,7,7.0,2776.32,3601.890272014753,2.83,GVPT2_overtone_combination
D2O-HDO-DD,combination,,7,8.0,4041.31,2474.4451675323103,0.0,GVPT2_overtone_combination
D2O-HDO-DD,combination,,7,9.0,4114.45,2430.4585059971564,0.75,GVPT2_overtone_combination
D2O-HDO-DD,combination,,7,10.0,4166.74,2399.957760743411,0.0,GVPT2_overtone_combination
D2O-HDO-DD,combination,,7,11.0,5102.13,1959.9657397988683,1.47,GVPT2_overtone_combination
D2O-HDO-DD,overtone,,8,8.0,5215.0,1917.5455417066155,0.05,GVPT2_overtone_combination
D2O-HDO-DD,combination,,8,9.0,5376.94,1859.793860448508,0.02,GVPT2_overtone_combination
D2O-HDO-DD,combination,,8,10.0,5359.41,1865.8770275086251,0.55,GVPT2_overtone_combination
D2O-HDO-DD,combination,,8,11.0,6365.8,1570.894467309686,0.03,GVPT2_overtone_combination
D2O-HDO-DD,overtone,,9,9.0,5389.53,1855.449362003737,0.66,GVPT2_overtone_combination
D2O-HDO-DD,combination,,9,10.0,5502.67,1817.2996018296571,0.03,GVPT2_overtone_combination
D2O-HDO-DD,combination,,9,11.0,6450.81,1550.1929215090818,0.15,GVPT2_overtone_combination
D2O-HDO-DD,overtone,,10,10.0,5469.52,1828.3140019599525,0.36,GVPT2_overtone_combination
D2O-HDO-DD,combination,,10,11.0,6492.33,1540.2790677614971,0.01,GVPT2_overtone_combination
D2O-HDO-DD,overtone,,11,11.0,7293.29,1371.1233202025423,1.43,GVPT2_overtone_combination
D2O-HDO-DH,overtone,,0,0.0,123.97,80664.67693796886,1.69,GVPT2_overtone_combination
D2O-HDO-DH,combination,,0,1.0,154.91,64553.61177457879,0.34,GVPT2_overtone_combination
D2O-HDO-DH,combination,,0,2.0,171.9,58173.35660267597,0.93,GVPT2_overtone_combination
D2O-HDO-DH,combination,,0,3.0,204.45,48911.71435558816,0.08,GVPT2_overtone_combination
D2O-HDO-DH,combination,,0,4.0,324.87,30781.543386585403,1.39,GVPT2_overtone_combination
D2O-HDO-DH,combination,,0,5.0,428.44,23340.491083932407,0.7,GVPT2_overtone_combination
D2O-HDO-DH,combination,,0,6.0,1254.93,7968.571952220442,0.06,GVPT2_overtone_combination
D2O-HDO-DH,combination,,0,7.0,1471.0,6798.096532970768,0.34,GVPT2_overtone_combination
D2O-HDO-DH,combination,,0,8.0,2715.67,3682.332536722061,0.09,GVPT2_overtone_combination
D2O-HDO-DH,combination,,0,9.0,2801.19,3569.9113591009536,0.89,GVPT2_overtone_combination
D2O-HDO-DH,combination,,0,10.0,2834.3,3528.2080231450445,0.18,GVPT2_overtone_combination
D2O-HDO-DH,combination,,0,11.0,3800.66,2631.121963027474,0.06,GVPT2_overtone_combination
D2O-HDO-DH,overtone,,1,1.0,184.08,54324.20686657974,0.73,GVPT2_overtone_combination
D2O-HDO-DH,combination,,1,2.0,189.16,52865.29921759357,0.07,GVPT2_overtone_combination
D2O-HDO-DH,combination,,1,3.0,227.0,44052.86343612335,0.21,GVPT2_overtone_combination
D2O-HDO-DH,combination,,1,4.0,321.59,31095.49426288131,0.56,GVPT2_overtone_combination
D2O-HDO-DH,combination,,1,5.0,471.18,21223.311685555414,0.12,GVPT2_overtone_combination
D2O-HDO-DH,combination,,1,6.0,1272.68,7857.434704717603,0.13,GVPT2_overtone_combination
D2O-HDO-DH,combination,,1,7.0,1493.23,6696.891972435593,0.22,GVPT2_overtone_combination
D2O-HDO-DH,combination,,1,8.0,2740.83,3648.529824907054,0.11,GVPT2_overtone_combination
D2O-HDO-DH,combination,,1,9.0,2822.16,3543.3852084927858,0.07,GVPT2_overtone_combination
D2O-HDO-DH,combination,,1,10.0,2862.08,3493.9624329159215,0.09,GVPT2_overtone_combination
D2O-HDO-DH,combination,,1,11.0,3819.18,2618.3631041218273,0.09,GVPT2_overtone_combination
D2O-HDO-DH,overtone,,2,2.0,172.41,58001.27602807262,0.8,GVPT2_overtone_combination
D2O-HDO-DH,combination,,2,3.0,234.65,42616.663115278076,0.32,GVPT2_overtone_combination
D2O-HDO-DH,combination,,2,4.0,347.67,28762.907354675408,5.37,GVPT2_overtone_combination
D2O-HDO-DH,combination,,2,5.0,473.33,21126.909344432002,0.76,GVPT2_overtone_combination
D2O-HDO-DH,combination,,2,6.0,1279.03,7818.424900119622,0.04,GVPT2_overtone_combination
D2O-HDO-DH,combination,,2,7.0,1501.77,6658.80927172603,0.1,GVPT2_overtone_combination
D2O-HDO-DH,combination,,2,8.0,2754.14,3630.8974852404017,0.47,GVPT2_overtone_combination
D2O-HDO-DH,combination,,2,9.0,2833.83,3528.7931880176297,0.19,GVPT2_overtone_combination
D2O-HDO-DH,combination,,2,10.0,2871.77,3482.1730152484356,0.01,GVPT2_overtone_combination
D2O-HDO-DH,combination,,2,11.0,3830.92,2610.3390308333246,0.65,GVPT2_overtone_combination
D2O-HDO-DH,overtone,,3,3.0,265.84,37616.611495636476,0.72,GVPT2_overtone_combination
D2O-HDO-DH,combination,,3,4.0,361.76,27642.63600176913,0.35,GVPT2_overtone_combination
D2O-HDO-DH,combination,,3,5.0,503.35,19866.891824774015,1.3,GVPT2_overtone_combination
D2O-HDO-DH,combination,,3,6.0,1317.37,7590.881832742511,0.02,GVPT2_overtone_combination
D2O-HDO-DH,combination,,3,7.0,1536.85,6506.815889644403,0.07,GVPT2_overtone_combination
D2O-HDO-DH,combination,,3,8.0,2786.6,3588.6025981482812,0.55,GVPT2_overtone_combination
D2O-HDO-DH,combination,,3,9.0,2870.12,3484.1748777054618,0.07,GVPT2_overtone_combination
D2O-HDO-DH,combination,,3,10.0,2902.0,3445.8993797381117,0.34,GVPT2_overtone_combination
D2O-HDO-DH,combination,,3,11.0,3866.4,2586.3852679495135,0.1,GVPT2_overtone_combination
D2O-HDO-DH,overtone,,4,4.0,420.76,23766.517729822226,2.53,GVPT2_overtone_combination
D2O-HDO-DH,combination,,4,5.0,598.5,16708.43776106934,0.07,GVPT2_overtone_combination
D2O-HDO-DH,combination,,4,6.0,1411.32,7085.565286398549,0.11,GVPT2_overtone_combination
D2O-HDO-DH,combination,,4,7.0,1636.99,6108.772808630474,0.25,GVPT2_overtone_combination
D2O-HDO-DH,combination,,4,8.0,2895.09,3454.1240514111823,0.56,GVPT2_overtone_combination
D2O-HDO-DH,combination,,4,9.0,2969.36,3367.7290729315405,0.21,GVPT2_overtone_combination
D2O-HDO-DH,combination,,4,10.0,3004.99,3327.79809583393,0.05,GVPT2_overtone_combination
D2O-HDO-DH,combination,,4,11.0,3968.17,2520.0533243283426,0.39,GVPT2_overtone_combination
D2O-HDO-DH,overtone,,5,5.0,715.95,13967.455827920943,0.67,GVPT2_overtone_combination
D2O-HDO-DH,combination,,5,6.0,1567.23,6380.684392207908,0.04,GVPT2_overtone_combination
D2O-HDO-DH,combination,,5,7.0,1782.32,5610.664751559765,0.07,GVPT2_overtone_combination
D2O-HDO-DH,combination,,5,8.0,3048.68,3280.1081123633835,0.02,GVPT2_overtone_combination
D2O-HDO-DH,combination,,5,9.0,3114.49,3210.798557709288,0.02,GVPT2_overtone_combination
D2O-HDO-DH,combination,,5,10.0,3154.32,3170.2553957746836,0.06,GVPT2_overtone_combination
D2O-HDO-DH,combination,,5,11.0,4110.93,2432.5395956632683,0.09,GVPT2_overtone_combination
D2O-HDO-DH,overtone,,6,6.0,2337.76,4277.599069194443,0.04,GVPT2_overtone_combination
D2O-HDO-DH,combination,,6,7.0,2578.63,3878.028255313868,0.0,GVPT2_overtone_combination
D2O-HDO-DH,combination,,6,8.0,3817.22,2619.7075358506977,0.55,GVPT2_overtone_combination
D2O-HDO-DH,combination,,6,9.0,3911.68,2556.446335078534,0.0,GVPT2_overtone_combination
D2O-HDO-DH,combination,,6,10.0,3941.35,2537.201720222766,1.76,GVPT2_overtone_combination
D2O-HDO-DH,combination,,6,11.0,4907.84,2037.5562365521287,0.0,GVPT2_overtone_combination
D2O-HDO-DH,overtone,,7,7.0,2776.92,3601.1120233928236,2.85,GVPT2_overtone_combination
D2O-HDO-DH,combination,,7,8.0,4041.1,2474.573754670758,0.0,GVPT2_overtone_combination
D2O-HDO-DH,combination,,7,9.0,4111.23,2432.362091150337,0.75,GVPT2_overtone_combination
D2O-HDO-DH,combination,,7,10.0,4167.49,2399.5258536913107,0.0,GVPT2_overtone_combination
D2O-HDO-DH,combination,,7,11.0,5106.52,1958.2807861322385,1.47,GVPT2_overtone_combination
D2O-HDO-DH,overtone,,8,8.0,5214.33,1917.7919310822292,0.05,GVPT2_overtone_combination
D2O-HDO-DH,combination,,8,9.0,5373.11,1861.1195378467964,0.02,GVPT2_overtone_combination
D2O-HDO-DH,combination,,8,10.0,5359.74,1865.762145178684,0.55,GVPT2_overtone_combination
D2O-HDO-DH,combination,,8,11.0,6369.09,1570.083010288754,0.03,GVPT2_overtone_combination
D2O-HDO-DH,overtone,,9,9.0,5382.76,1857.7829960837935,0.66,GVPT2_overtone_combination
D2O-HDO-DH,combination,,9,10.0,5499.82,1818.2413242615214,0.03,GVPT2_overtone_combination
D2O-HDO-DH,combination,,9,11.0,6451.0,1550.147263990079,0.15,GVPT2_overtone_combination
D2O-HDO-DH,overtone,,10,10.0,5470.88,1827.85950340713,0.36,GVPT2_overtone_combination
D2O-HDO-DH,combination,,10,11.0,6496.58,1539.2714320457842,0.01,GVPT2_overtone_combination
D2O-HDO-DH,overtone,,11,11.0,7300.59,1369.7523076902003,1.43,GVPT2_overtone_combination
D2O,overtone,,0,0.0,2317.31,4315.348399653046,0.05,GVPT2_overtone_combination
D2O,combination,,0,1.0,3854.6,2594.302910807866,0.02,GVPT2_overtone_combination
D2O,combination,,0,2.0,3961.67,2524.188031814866,1.56,GVPT2_overtone_combination
D2O,overtone,,1,1.0,5344.92,1870.9353928590137,0.15,GVPT2_overtone_combination
D2O,combination,,1,2.0,5415.06,1846.701606261057,1.27,GVPT2_overtone_combination
D2O,overtone,,2,2.0,5552.58,1800.9645966379594,0.0,GVPT2_overtone_combination
H2O-D2O-HX,overtone,,0,0.0,161.38,61965.54715578139,0.56,GVPT2_overtone_combination
H2O-D2O-HX,combination,,0,1.0,175.26,57058.08513066302,0.16,GVPT2_overtone_combination
H2O-D2O-HX,combination,,0,2.0,173.16,57750.05775005775,1.43,GVPT2_overtone_combination
H2O-D2O-HX,combination,,0,3.0,225.24,44397.08755105665,0.08,GVPT2_overtone_combination
H2O-D2O-HX,combination,,0,4.0,380.46,26283.97203385376,0.26,GVPT2_overtone_combination
H2O-D2O-HX,combination,,0,5.0,536.08,18653.93224891807,0.54,GVPT2_overtone_combination
H2O-D2O-HX,combination,,0,6.0,1262.41,7921.356769987563,0.22,GVPT2_overtone_combination
H2O-D2O-HX,combination,,0,7.0,1685.92,5931.479548258518,0.31,GVPT2_overtone_combination
H2O-D2O-HX,combination,,0,8.0,2773.37,3605.7215589697735,0.64,GVPT2_overtone_combination
H2O-D2O-HX,combination,,0,9.0,2882.36,3469.3792586630398,0.4,GVPT2_overtone_combination
H2O-D2O-HX,combination,,0,10.0,3710.69,2694.9165788573014,0.49,GVPT2_overtone_combination
H2O-D2O-HX,combination,,0,11.0,3837.23,2606.046549203462,0.41,GVPT2_overtone_combination
H2O-D2O-HX,overtone,,1,1.0,187.7,53276.505061267984,2.45,GVPT2_overtone_combination
H2O-D2O-HX,combination,,1,2.0,210.49,47508.19516366573,0.04,GVPT2_overtone_combination
H2O-D2O-HX,combination,,1,3.0,235.82,42405.22432363667,2.53,GVPT2_overtone_combination
H2O-D2O-HX,combination,,1,4.0,383.36,26085.141903171952,0.26,GVPT2_overtone_combination
H2O-D2O-HX,combination,,1,5.0,558.52,17904.461791878537,1.65,GVPT2_overtone_combination
H2O-D2O-HX,combination,,1,6.0,1279.78,7813.843004266359,0.5,GVPT2_overtone_combination
H2O-D2O-HX,combination,,1,7.0,1699.99,5882.387543456138,0.02,GVPT2_overtone_combination
H2O-D2O-HX,combination,,1,8.0,2788.03,3586.761978888319,0.09,GVPT2_overtone_combination
H2O-D2O-HX,combination,,1,9.0,2901.97,3445.935002773978,0.05,GVPT2_overtone_combination
H2O-D2O-HX,combination,,1,10.0,3727.25,2682.94318867798,0.7,GVPT2_overtone_combination
H2O-D2O-HX,combination,,1,11.0,3855.94,2593.4013496060625,0.01,GVPT2_overtone_combination
H2O-D2O-HX,overtone,,2,2.0,210.88,47420.333839150226,2.23,GVPT2_overtone_combination
H2O-D2O-HX,combination,,2,3.0,248.11,40304.70355890532,0.14,GVPT2_overtone_combination
H2O-D2O-HX,combination,,2,4.0,402.3,24857.071836937608,0.05,GVPT2_overtone_combination
H2O-D2O-HX,combination,,2,5.0,561.46,17810.707797527873,0.48,GVPT2_overtone_combination
