species,band_type,mode_index,mode1,mode2,frequency_cm1,wavelength_nm,intensity_km_mol,source
H2O-D2O-HX,combination,,2,6.0,1283.79,7789.4359669416335,0.0,GVPT2_overtone_combination
H2O-D2O-HX,combination,,2,7.0,1716.9,5824.451045488962,0.87,GVPT2_overtone_combination
H2O-D2O-HX,combination,,2,8.0,2791.17,3582.7269567958956,0.01,GVPT2_overtone_combination
H2O-D2O-HX,combination,,2,9.0,2903.5,3444.1191665231618,0.0,GVPT2_overtone_combination
H2O-D2O-HX,combination,,2,10.0,3724.53,2684.9025246138435,0.05,GVPT2_overtone_combination
H2O-D2O-HX,combination,,2,11.0,3847.99,2598.7593522852194,1.21,GVPT2_overtone_combination
H2O-D2O-HX,overtone,,3,3.0,280.67,35629.03053407917,1.11,GVPT2_overtone_combination
H2O-D2O-HX,combination,,3,4.0,418.15,23914.863087408827,0.4,GVPT2_overtone_combination
H2O-D2O-HX,combination,,3,5.0,597.29,16742.285991729314,2.3,GVPT2_overtone_combination
H2O-D2O-HX,combination,,3,6.0,1324.18,7551.843404975154,0.02,GVPT2_overtone_combination
H2O-D2O-HX,combination,,3,7.0,1747.99,5720.856526639169,0.04,GVPT2_overtone_combination
H2O-D2O-HX,combination,,3,8.0,2834.85,3527.523502125333,0.15,GVPT2_overtone_combination
H2O-D2O-HX,combination,,3,9.0,2946.0,3394.4331296673454,0.03,GVPT2_overtone_combination
H2O-D2O-HX,combination,,3,10.0,3774.16,2649.5962015388855,0.71,GVPT2_overtone_combination
H2O-D2O-HX,combination,,3,11.0,3908.55,2558.4935589924653,0.43,GVPT2_overtone_combination
H2O-D2O-HX,overtone,,4,4.0,537.87,18591.853049993493,1.03,GVPT2_overtone_combination
H2O-D2O-HX,combination,,4,5.0,739.68,13519.359723123514,0.04,GVPT2_overtone_combination
H2O-D2O-HX,combination,,4,6.0,1466.94,6816.911393785704,0.14,GVPT2_overtone_combination
H2O-D2O-HX,combination,,4,7.0,1881.78,5314.117484509347,0.17,GVPT2_overtone_combination
H2O-D2O-HX,combination,,4,8.0,2979.18,3356.628333971093,0.24,GVPT2_overtone_combination
H2O-D2O-HX,combination,,4,9.0,3090.2,3236.0365024917483,0.01,GVPT2_overtone_combination
H2O-D2O-HX,combination,,4,10.0,3938.97,2538.7347453775988,0.19,GVPT2_overtone_combination
H2O-D2O-HX,combination,,4,11.0,4043.07,2473.368009952833,0.17,GVPT2_overtone_combination
H2O-D2O-HX,overtone,,5,5.0,863.32,11583.190473984154,1.03,GVPT2_overtone_combination
H2O-D2O-HX,combination,,5,6.0,1658.59,6029.217588433549,0.0,GVPT2_overtone_combination
H2O-D2O-HX,combination,,5,7.0,2088.48,4788.171301616487,0.1,GVPT2_overtone_combination
H2O-D2O-HX,combination,,5,8.0,3164.21,3160.346500390303,0.04,GVPT2_overtone_combination
H2O-D2O-HX,combination,,5,9.0,3274.15,3054.22781485271,0.03,GVPT2_overtone_combination
H2O-D2O-HX,combination,,5,10.0,4139.0,2416.0425223483935,0.0,GVPT2_overtone_combination
H2O-D2O-HX,combination,,5,11.0,4232.42,2362.714475406505,0.15,GVPT2_overtone_combination
H2O-D2O-HX,overtone,,6,6.0,2334.81,4283.0037561942945,0.02,GVPT2_overtone_combination
H2O-D2O-HX,combination,,6,7.0,2779.46,3597.8211595058033,0.0,GVPT2_overtone_combination
H2O-D2O-HX,combination,,6,8.0,3858.59,2591.6202550672656,0.01,GVPT2_overtone_combination
H2O-D2O-HX,combination,,6,9.0,3965.03,2522.0490135005284,1.53,GVPT2_overtone_combination
H2O-D2O-HX,combination,,6,10.0,4793.36,2086.2192699901534,0.01,GVPT2_overtone_combination
H2O-D2O-HX,combination,,6,11.0,4932.16,2027.5092454421592,0.0,GVPT2_overtone_combination
H2O-D2O-HX,overtone,,7,7.0,3164.93,3159.627543105219,0.08,GVPT2_overtone_combination
H2O-D2O-HX,combination,,7,8.0,4290.78,2330.5785894406145,0.0,GVPT2_overtone_combination
H2O-D2O-HX,combination,,7,9.0,4400.84,2272.2934712463984,0.0,GVPT2_overtone_combination
H2O-D2O-HX,combination,,7,10.0,5208.12,1920.0786464213575,2.32,GVPT2_overtone_combination
H2O-D2O-HX,combination,,7,11.0,5343.83,1871.3170142014249,3.27,GVPT2_overtone_combination
H2O-D2O-HX,overtone,,8,8.0,5336.28,1873.9646345394171,0.21,GVPT2_overtone_combination
H2O-D2O-HX,combination,,8,9.0,5407.93,1849.136360862659,1.21,GVPT2_overtone_combination
H2O-D2O-HX,combination,,8,10.0,6303.26,1586.480646522593,0.08,GVPT2_overtone_combination
H2O-D2O-HX,combination,,8,11.0,6443.31,1551.9973429805486,0.01,GVPT2_overtone_combination
H2O-D2O-HX,overtone,,9,9.0,5546.36,1802.984299612719,0.01,GVPT2_overtone_combination
H2O-D2O-HX,combination,,9,10.0,6413.32,1559.2548009455322,0.02,GVPT2_overtone_combination
H2O-D2O-HX,combination,,9,11.0,6553.36,1525.934787650915,0.0,GVPT2_overtone_combination
H2O-D2O-HX,overtone,,10,10.0,7073.01,1413.8252314078447,0.04,GVPT2_overtone_combination
H2O-D2O-HX,combination,,10,11.0,7329.61,1364.3290707145402,0.77,GVPT2_overtone_combination
H2O-D2O-HX,overtone,,11,11.0,7371.0,1356.66802333469,0.99,GVPT2_overtone_combination
H2O-H2O-HX,overtone,,0,0.0,193.55,51666.236114699044,0.94,GVPT2_overtone_combination
H2O-H2O-HX,combination,,0,1.0,216.9,46104.19548178884,1.44,GVPT2_overtone_combination
H2O-H2O-HX,combination,,0,2.0,220.65,45320.643553138456,0.06,GVPT2_overtone_combination
H2O-H2O-HX,combination,,0,3.0,243.89,41002.09110664644,0.0,GVPT2_overtone_combination
H2O-H2O-HX,combination,,0,4.0,450.14,22215.310792197983,3.37,GVPT2_overtone_combination
H2O-H2O-HX,combination,,0,5.0,551.05,18147.17357771527,0.85,GVPT2_overtone_combination
H2O-H2O-HX,combination,,0,6.0,1696.56,5894.280190503136,0.8,GVPT2_overtone_combination
H2O-H2O-HX,combination,,0,7.0,1715.9,5827.845445538784,0.08,GVPT2_overtone_combination
H2O-H2O-HX,combination,,0,8.0,3726.28,2683.6415942977983,0.26,GVPT2_overtone_combination
H2O-H2O-HX,combination,,0,9.0,3791.34,2637.5898758750204,1.05,GVPT2_overtone_combination
H2O-H2O-HX,combination,,0,10.0,3849.99,2597.409343920374,0.04,GVPT2_overtone_combination
H2O-H2O-HX,combination,,0,11.0,3876.25,2579.8129635601417,0.79,GVPT2_overtone_combination
H2O-H2O-HX,overtone,,1,1.0,220.02,45450.41359876375,0.55,GVPT2_overtone_combination
H2O-H2O-HX,combination,,1,2.0,226.82,44087.82294330306,0.11,GVPT2_overtone_combination
H2O-H2O-HX,combination,,1,3.0,246.28,40604.19035244437,0.04,GVPT2_overtone_combination
H2O-H2O-HX,combination,,1,4.0,395.92,25257.627803596686,0.46,GVPT2_overtone_combination
H2O-H2O-HX,combination,,1,5.0,602.4,16600.265604249667,0.12,GVPT2_overtone_combination
H2O-H2O-HX,combination,,1,6.0,1705.53,5863.280036117805,0.0,GVPT2_overtone_combination
H2O-H2O-HX,combination,,1,7.0,1715.92,5827.777518765443,0.48,GVPT2_overtone_combination
H2O-H2O-HX,combination,,1,8.0,3739.94,2673.8396872677104,0.11,GVPT2_overtone_combination
H2O-H2O-HX,combination,,1,9.0,3797.81,2633.0964424233966,0.11,GVPT2_overtone_combination
H2O-H2O-HX,combination,,1,10.0,3857.21,2592.54746306268,0.18,GVPT2_overtone_combination
H2O-H2O-HX,combination,,1,11.0,3881.98,2576.005028361815,0.35,GVPT2_overtone_combination
H2O-H2O-HX,overtone,,2,2.0,220.13,45427.701812565305,1.43,GVPT2_overtone_combination
H2O-H2O-HX,combination,,2,3.0,234.43,42656.65657125795,4.49,GVPT2_overtone_combination
H2O-H2O-HX,combination,,2,4.0,415.44,24070.864625457347,1.63,GVPT2_overtone_combination
H2O-H2O-HX,combination,,2,5.0,586.52,17049.71697469822,3.06,GVPT2_overtone_combination
H2O-H2O-HX,combination,,2,6.0,1709.52,5849.595208011606,0.03,GVPT2_overtone_combination
H2O-H2O-HX,combination,,2,7.0,1715.49,5829.238293432197,0.07,GVPT2_overtone_combination
H2O-H2O-HX,combination,,2,8.0,3741.14,2672.9820322147793,0.27,GVPT2_overtone_combination
H2O-H2O-HX,combination,,2,9.0,3800.9,2630.955826251677,0.37,GVPT2_overtone_combination
H2O-H2O-HX,combination,,2,10.0,3860.51,2590.331329280328,0.04,GVPT2_overtone_combination
H2O-H2O-HX,combination,,2,11.0,3884.34,2574.4399305930992,0.06,GVPT2_overtone_combination
H2O-H2O-HX,overtone,,3,3.0,268.19,37286.99802378911,15.14,GVPT2_overtone_combination
H2O-H2O-HX,combination,,3,4.0,409.37,24427.77927058651,0.83,GVPT2_overtone_combination
H2O-H2O-HX,combination,,3,5.0,599.89,16669.72278251013,1.74,GVPT2_overtone_combination
H2O-H2O-HX,combination,,3,6.0,1728.5,5785.363031530229,0.01,GVPT2_overtone_combination
H2O-H2O-HX,combination,,3,7.0,1738.21,5753.04479895985,0.03,GVPT2_overtone_combination
H2O-H2O-HX,combination,,3,8.0,3764.98,2656.0566058783843,0.91,GVPT2_overtone_combination
H2O-H2O-HX,combination,,3,9.0,3822.2,2616.294280780702,0.55,GVPT2_overtone_combination
H2O-H2O-HX,combination,,3,10.0,3866.87,2586.0709048920703,0.37,GVPT2_overtone_combination
H2O-H2O-HX,combination,,3,11.0,3906.47,2559.8558289197153,0.08,GVPT2_overtone_combination
H2O-H2O-HX,overtone,,4,4.0,532.99,18762.078087769,2.13,GVPT2_overtone_combination
H2O-H2O-HX,combination,,4,5.0,755.06,13243.980610812387,0.07,GVPT2_overtone_combination
H2O-H2O-HX,combination,,4,6.0,1889.31,5292.937633315867,0.44,GVPT2_overtone_combination
H2O-H2O-HX,combination,,4,7.0,1888.32,5295.712591086257,0.43,GVPT2_overtone_combination
H2O-H2O-HX,combination,,4,8.0,3944.07,2535.451956988593,0.54,GVPT2_overtone_combination
H2O-H2O-HX,combination,,4,9.0,3984.12,2509.964559300423,0.96,GVPT2_overtone_combination
H2O-H2O-HX,combination,,4,10.0,4037.83,2476.5777657801345,0.34,GVPT2_overtone_combination
H2O-H2O-HX,combination,,4,11.0,4069.29,2457.4311489227853,0.04,GVPT2_overtone_combination
H2O-H2O-HX,overtone,,5,5.0,891.42,11218.05658387741,1.25,GVPT2_overtone_combination
H2O-H2O-HX,combination,,5,6.0,2081.89,4803.327745462057,0.0,GVPT2_overtone_combination
H2O-H2O-HX,combination,,5,7.0,2100.43,4760.929904829011,0.1,GVPT2_overtone_combination
H2O-H2O-HX,combination,,5,8.0,4150.88,2409.1277030412825,0.0,GVPT2_overtone_combination
H2O-H2O-HX,combination,,5,9.0,4174.1,2395.726024771807,0.06,GVPT2_overtone_combination
H2O-H2O-HX,combination,,5,10.0,4233.34,2362.201004407867,0.14,GVPT2_overtone_combination
H2O-H2O-HX,combination,,5,11.0,4258.64,2348.167490090733,0.04,GVPT2_overtone_combination
H2O-H2O-HX,overtone,,6,6.0,3146.67,3177.962735208967,0.03,GVPT2_overtone_combination
H2O-H2O-HX,combination,,6,7.0,3182.79,3141.8975175867713,0.04,GVPT2_overtone_combination
H2O-H2O-HX,combination,,6,8.0,5200.26,1922.9807740382212,0.13,GVPT2_overtone_combination
H2O-H2O-HX,combination,,6,9.0,5260.76,1900.866034565348,0.04,GVPT2_overtone_combination
H2O-H2O-HX,combination,,6,10.0,5330.65,1875.9438342416029,0.18,GVPT2_overtone_combination
H2O-H2O-HX,combination,,6,11.0,5341.46,1872.1473155279643,3.6,GVPT2_overtone_combination
H2O-H2O-HX,overtone,,7,7.0,3166.46,3158.100844476166,0.06,GVPT2_overtone_combination
H2O-H2O-HX,combination,,7,8.0,5203.92,1921.6283109655797,2.12,GVPT2_overtone_combination
H2O-H2O-HX,combination,,7,9.0,5284.68,1892.2621615689122,0.0,GVPT2_overtone_combination
H2O-H2O-HX,combination,,7,10.0,5330.44,1876.017739623746,3.13,GVPT2_overtone_combination
H2O-H2O-HX,combination,,7,11.0,5368.85,1862.5962729448577,0.19,GVPT2_overtone_combination
H2O-H2O-HX,overtone,,8,8.0,7066.08,1415.2118289065506,0.03,GVPT2_overtone_combination
H2O-H2O-HX,combination,,8,9.0,7292.39,1371.2925392086818,0.06,GVPT2_overtone_combination
H2O-H2O-HX,combination,,8,10.0,7292.63,1371.2474100564543,0.78,GVPT2_overtone_combination
H2O-H2O-HX,combination,,8,11.0,7377.86,1355.4065813121963,0.01,GVPT2_overtone_combination
H2O-H2O-HX,overtone,,9,9.0,7291.26,1371.5050622251847,0.49,GVPT2_overtone_combination
H2O-H2O-HX,combination,,9,10.0,7425.38,1346.7324231217797,0.03,GVPT2_overtone_combination
H2O-H2O-HX,combination,,9,11.0,7300.7,1369.7316695659322,2.53,GVPT2_overtone_combination
H2O-H2O-HX,overtone,,10,10.0,7345.31,1361.4129287940195,0.98,GVPT2_overtone_combination
H2O-H2O-HX,combination,,10,11.0,7510.37,1331.4923232810102,0.01,GVPT2_overtone_combination
H2O-H2O-HX,overtone,,11,11.0,7448.11,1342.6224908063925,0.01,GVPT2_overtone_combination
H2O-HDO-HD,overtone,,0,0.0,199.55,50112.75369581558,0.43,GVPT2_overtone_combination
H2O-HDO-HD,combination,,0,1.0,191.12,52323.14776056928,1.66,GVPT2_overtone_combination
H2O-HDO-HD,combination,,0,2.0,218.04,45863.1443771785,0.64,GVPT2_overtone_combination
H2O-HDO-HD,combination,,0,3.0,256.09,39048.771916123245,0.83,GVPT2_overtone_combination
H2O-HDO-HD,combination,,0,4.0,403.57,24778.84877468593,0.45,GVPT2_overtone_combination
H2O-HDO-HD,combination,,0,5.0,561.91,17796.444270434768,1.13,GVPT2_overtone_combination
H2O-HDO-HD,combination,,0,6.0,1501.69,6659.164008550366,0.49,GVPT2_overtone_combination
H2O-HDO-HD,combination,,0,7.0,1703.63,5869.819150871961,0.38,GVPT2_overtone_combination
H2O-HDO-HD,combination,,0,8.0,2850.48,3508.181078274536,1.28,GVPT2_overtone_combination
H2O-HDO-HD,combination,,0,9.0,3745.06,2670.1841893053784,0.74,GVPT2_overtone_combination
H2O-HDO-HD,combination,,0,10.0,3827.41,2612.732892478203,0.09,GVPT2_overtone_combination
H2O-HDO-HD,combination,,0,11.0,3874.04,2581.2846537464766,0.4,GVPT2_overtone_combination
H2O-HDO-HD,overtone,,1,1.0,208.75,47904.19161676647,1.31,GVPT2_overtone_combination
H2O-HDO-HD,combination,,1,2.0,227.18,44017.95932740558,0.08,GVPT2_overtone_combination
H2O-HDO-HD,combination,,1,3.0,261.47,38245.305388763525,0.21,GVPT2_overtone_combination
H2O-HDO-HD,combination,,1,4.0,411.92,24276.558555059233,0.26,GVPT2_overtone_combination
H2O-HDO-HD,combination,,1,5.0,568.34,17595.10152373579,0.38,GVPT2_overtone_combination
H2O-HDO-HD,combination,,1,6.0,1506.99,6635.74409916456,0.09,GVPT2_overtone_combination
H2O-HDO-HD,combination,,1,7.0,1715.68,5828.592744567752,0.82,GVPT2_overtone_combination
H2O-HDO-HD,combination,,1,8.0,2840.3,3520.7548498398055,0.05,GVPT2_overtone_combination
H2O-HDO-HD,combination,,1,9.0,3739.68,2674.025585076798,0.09,GVPT2_overtone_combination
H2O-HDO-HD,combination,,1,10.0,3827.65,2612.5690697947825,0.05,GVPT2_overtone_combination
H2O-HDO-HD,combination,,1,11.0,3865.54,2586.9606833715343,1.05,GVPT2_overtone_combination
H2O-HDO-HD,overtone,,2,2.0,227.48,43959.90856339019,1.75,GVPT2_overtone_combination
H2O-HDO-HD,combination,,2,3.0,264.01,37877.353130563235,3.61,GVPT2_overtone_combination
H2O-HDO-HD,combination,,2,4.0,420.26,23794.79369913863,0.58,GVPT2_overtone_combination
H2O-HDO-HD,combination,,2,5.0,590.62,16931.36026548373,1.94,GVPT2_overtone_combination
H2O-HDO-HD,combination,,2,6.0,1526.24,6552.049481077681,0.14,GVPT2_overtone_combination
H2O-HDO-HD,combination,,2,7.0,1720.17,5813.378910223989,0.04,GVPT2_overtone_combination
H2O-HDO-HD,combination,,2,8.0,2861.35,3494.853827738655,0.15,GVPT2_overtone_combination
H2O-HDO-HD,combination,,2,9.0,3767.11,2654.5548178842664,0.43,GVPT2_overtone_combination
H2O-HDO-HD,combination,,2,10.0,3845.65,2600.3406446244458,0.48,GVPT2_overtone_combination
H2O-HDO-HD,combination,,2,11.0,3897.57,2565.701193307625,0.01,GVPT2_overtone_combination
H2O-HDO-HD,overtone,,3,3.0,308.63,32401.25716877815,3.31,GVPT2_overtone_combination
H2O-HDO-HD,combination,,3,4.0,437.96,22833.135446159467,0.55,GVPT2_overtone_combination
H2O-HDO-HD,combination,,3,5.0,618.24,16174.948240165631,2.1,GVPT2_overtone_combination
H2O-HDO-HD,combination,,3,6.0,1560.93,6406.437188086589,0.04,GVPT2_overtone_combination
H2O-HDO-HD,combination,,3,7.0,1760.33,5680.753040623065,0.04,GVPT2_overtone_combination
H2O-HDO-HD,combination,,3,8.0,2900.31,3447.907292668715,0.11,GVPT2_overtone_combination
H2O-HDO-HD,combination,,3,9.0,3804.43,2628.5146526549315,0.81,GVPT2_overtone_combination
H2O-HDO-HD,combination,,3,10.0,3885.46,2573.697837579077,0.25,GVPT2_overtone_combination
H2O-HDO-HD,combination,,3,11.0,3962.02,2523.9650481320136,0.45,GVPT2_overtone_combination
H2O-HDO-HD,overtone,,4,4.0,535.2,18684.603886397606,1.64,GVPT2_overtone_combination
H2O-HDO-HD,combination,,4,5.0,752.24,13293.62969265128,0.06,GVPT2_overtone_combination
H2O-HDO-HD,combination,,4,6.0,1696.68,5893.863309522126,0.32,GVPT2_overtone_combination
H2O-HDO-HD,combination,,4,7.0,1885.31,5304.1674843924875,0.19,GVPT2_overtone_combination
H2O-HDO-HD,combination,,4,8.0,3036.59,3293.16766504533,0.17,GVPT2_overtone_combination
H2O-HDO-HD,combination,,4,9.0,3960.34,2525.035729255569,0.38,GVPT2_overtone_combination
H2O-HDO-HD,combination,,4,10.0,4023.87,2485.169749519741,0.46,GVPT2_overtone_combination
H2O-HDO-HD,combination,,4,11.0,4067.35,2458.6032674837425,0.25,GVPT2_overtone_combination
H2O-HDO-HD,overtone,,5,5.0,883.52,11318.36291198841,1.15,GVPT2_overtone_combination
H2O-HDO-HD,combination,,5,6.0,1886.93,5299.6136581643195,0.04,GVPT2_overtone_combination
H2O-HDO-HD,combination,,5,7.0,2096.8,4769.172071728348,0.1,GVPT2_overtone_combination
H2O-HDO-HD,combination,,5,8.0,3224.11,3101.631147820639,0.03,GVPT2_overtone_combination
H2O-HDO-HD,combination,,5,9.0,4165.86,2400.4647299717226,0.02,GVPT2_overtone_combination
H2O-HDO-HD,combination,,5,10.0,4211.05,2374.70464610964,0.08,GVPT2_overtone_combination
H2O-HDO-HD,combination,,5,11.0,4261.34,2346.679682916641,0.15,GVPT2_overtone_combination
H2O-HDO-HD,overtone,,6,6.0,2779.74,3597.4587551353725,2.98,GVPT2_overtone_combination
H2O-HDO-HD,combination,,6,7.0,3002.12,3330.979441194889,0.0,GVPT2_overtone_combination
H2O-HDO-HD,combination,,6,8.0,4119.38,2427.5497769081753,0.76,GVPT2_overtone_combination
H2O-HDO-HD,combination,,6,9.0,5031.77,1987.372236807326,0.01,GVPT2_overtone_combination
H2O-HDO-HD,combination,,6,10.0,5104.62,1959.0096814258457,1.47,GVPT2_overtone_combination
H2O-HDO-HD,combination,,6,11.0,5174.88,1932.4119593111338,0.0,GVPT2_overtone_combination
H2O-HDO-HD,overtone,,7,7.0,3163.31,3161.245657238778,0.08,GVPT2_overtone_combination
H2O-HDO-HD,combination,,7,8.0,4340.84,2303.7015877111344,0.0,GVPT2_overtone_combination
H2O-HDO-HD,combination,,7,9.0,5222.71,1914.7147745136147,2.32,GVPT2_overtone_combination
H2O-HDO-HD,combination,,7,10.0,5327.31,1877.119972368794,0.0,GVPT2_overtone_combination
H2O-HDO-HD,combination,,7,11.0,5362.5,1864.801864801865,3.27,GVPT2_overtone_combination
H2O-HDO-HD,overtone,,8,8.0,5396.4,1853.087243347417,0.66,GVPT2_overtone_combination
H2O-HDO-HD,combination,,8,9.0,6369.16,1570.0657543537923,0.05,GVPT2_overtone_combination
H2O-HDO-HD,combination,,8,10.0,6455.48,1549.0714865509615,0.15,GVPT2_overtone_combination
H2O-HDO-HD,combination,,8,11.0,6513.55,1535.2611095332038,0.01,GVPT2_overtone_combination
H2O-HDO-HD,overtone,,9,9.0,7103.76,1407.7052152662816,0.03,GVPT2_overtone_combination
H2O-HDO-HD,combination,,9,10.0,7354.92,1359.6340952722803,0.05,GVPT2_overtone_combination
H2O-HDO-HD,combination,,9,11.0,7385.34,1354.0338020998356,0.78,GVPT2_overtone_combination
H2O-HDO-HD,overtone,,10,10.0,7296.47,1370.5257473819531,1.42,GVPT2_overtone_combination
H2O-HDO-HD,combination,,10,11.0,7498.54,1333.5929394255415,0.05,GVPT2_overtone_combination
H2O-HDO-HD,overtone,,11,11.0,7410.91,1349.3619541999565,0.98,GVPT2_overtone_combination
H2O-HDO-HH,overtone,,0,0.0,184.78,54118.41108345059,0.48,GVPT2_overtone_combination
H2O-HDO-HH,combination,,0,1.0,199.56,50110.24253357386,1.73,GVPT2_overtone_combination
H2O-HDO-HH,combination,,0,2.0,196.62,50859.52598921778,0.66,GVPT2_overtone_combination
H2O-HDO-HH,combination,,0,3.0,248.03,40317.703503608434,0.85,GVPT2_overtone_combination
H2O-HDO-HH,combination,,0,4.0,397.38,25164.82963410338,0.44,GVPT2_overtone_combination
H2O-HDO-HH,combination,,0,5.0,550.92,18151.45574675089,1.11,GVPT2_overtone_combination
H2O-HDO-HH,combination,,0,6.0,1493.77,6694.471036371061,0.49,GVPT2_overtone_combination
H2O-HDO-HH,combination,,0,7.0,1697.11,5892.369970125685,0.38,GVPT2_overtone_combination
H2O-HDO-HH,combination,,0,8.0,2828.0,3536.067892503536,1.26,GVPT2_overtone_combination
H2O-HDO-HH,combination,,0,9.0,3734.34,2677.849365617485,0.74,GVPT2_overtone_combination
H2O-HDO-HH,combination,,0,10.0,3824.75,2614.5499705863126,0.09,GVPT2_overtone_combination
H2O-HDO-HH,combination,,0,11.0,3865.7,2586.853609954213,0.39,GVPT2_overtone_combination
H2O-HDO-HH,overtone,,1,1.0,242.79,41187.85781951481,1.53,GVPT2_overtone_combination
H2O-HDO-HH,combination,,1,2.0,228.33,43796.25979941313,0.12,GVPT2_overtone_combination
H2O-HDO-HH,combination,,1,3.0,275.24,36331.92849876471,0.22,GVPT2_overtone_combination
H2O-HDO-HH,combination,,1,4.0,425.83,23483.549773383747,0.29,GVPT2_overtone_combination
H2O-HDO-HH,combination,,1,5.0,578.07,17298.943034580585,0.39,GVPT2_overtone_combination
H2O-HDO-HH,combination,,1,6.0,1518.15,6586.964397457431,0.09,GVPT2_overtone_combination
H2O-HDO-HH,combination,,1,7.0,1729.15,5783.188271694185,0.82,GVPT2_overtone_combination
H2O-HDO-HH,combination,,1,8.0,2849.46,3509.436875758916,0.05,GVPT2_overtone_combination
H2O-HDO-HH,combination,,1,9.0,3751.92,2665.302032026269,0.1,GVPT2_overtone_combination
H2O-HDO-HH,combination,,1,10.0,3847.71,2598.9484654508788,0.05,GVPT2_overtone_combination
H2O-HDO-HH,combination,,1,11.0,3883.18,2575.208978208582,1.1,GVPT2_overtone_combination
H2O-HDO-HH,overtone,,2,2.0,199.78,50055.06056662329,1.44,GVPT2_overtone_combination
H2O-HDO-HH,combination,,2,3.0,252.06,39673.093707847336,3.36,GVPT2_overtone_combination
H2O-HDO-HH,combination,,2,4.0,410.74,24346.30179675707,0.55,GVPT2_overtone_combination
H2O-HDO-HH,combination,,2,5.0,574.77,17398.263653287402,1.89,GVPT2_overtone_combination
H2O-HDO-HH,combination,,2,6.0,1510.26,6621.376451736787,0.14,GVPT2_overtone_combination
H2O-HDO-HH,combination,,2,7.0,1710.56,5846.038724160509,0.03,GVPT2_overtone_combination
H2O-HDO-HH,combination,,2,8.0,2845.31,3514.5555317346793,0.15,GVPT2_overtone_combination
H2O-HDO-HH,combination,,2,9.0,3754.88,2663.200954491222,0.42,GVPT2_overtone_combination
H2O-HDO-HH,combination,,2,10.0,3845.72,2600.2933130857164,0.47,GVPT2_overtone_combination
H2O-HDO-HH,combination,,2,11.0,3886.81,2572.803918894929,0.01,GVPT2_overtone_combination
H2O-HDO-HH,overtone,,3,3.0,308.52,32412.80954233113,3.14,GVPT2_overtone_combination
H2O-HDO-HH,combination,,3,4.0,440.6,22696.323195642304,0.54,GVPT2_overtone_combination
H2O-HDO-HH,combination,,3,5.0,614.91,16262.542485892245,2.09,GVPT2_overtone_combination
H2O-HDO-HH,combination,,3,6.0,1558.77,6415.314639106475,0.04,GVPT2_overtone_combination
H2O-HDO-HH,combination,,3,7.0,1761.35,5677.4633093933635,0.04,GVPT2_overtone_combination
H2O-HDO-HH,combination,,3,8.0,2893.66,3455.8310236862662,0.11,GVPT2_overtone_combination
H2O-HDO-HH,combination,,3,9.0,3802.95,2629.537595813776,0.8,GVPT2_overtone_combination
H2O-HDO-HH,combination,,3,10.0,3892.87,2568.79885534323,0.25,GVPT2_overtone_combination
H2O-HDO-HH,combination,,3,11.0,3961.56,2524.258120538374,0.44,GVPT2_overtone_combination
H2O-HDO-HH,overtone,,4,4.0,540.9,18487.705675725643,1.66,GVPT2_overtone_combination
H2O-HDO-HH,combination,,4,5.0,750.8,13319.126265316996,0.06,GVPT2_overtone_combination
H2O-HDO-HH,combination,,4,6.0,1696.26,5895.32265100869,0.32,GVPT2_overtone_combination
H2O-HDO-HH,combination,,4,7.0,1889.48,5292.461417956263,0.19,GVPT2_overtone_combination
H2O-HDO-HH,combination,,4,8.0,3032.47,3297.641856308554,0.17,GVPT2_overtone_combination
H2O-HDO-HH,combination,,4,9.0,3961.18,2524.50027517053,0.38,GVPT2_overtone_combination
H2O-HDO-HH,combination,,4,10.0,4031.53,2480.447869667347,0.47,GVPT2_overtone_combination
H2O-HDO-HH,combination,,4,11.0,4070.31,2456.815328562198,0.24,GVPT2_overtone_combination
H2O-HDO-HH,overtone,,5,5.0,876.45,11409.66398539563,1.14,GVPT2_overtone_combination
H2O-HDO-HH,combination,,5,6.0,1881.92,5313.7221560959015,0.04,GVPT2_overtone_combination
H2O-HDO-HH,combination,,5,7.0,2094.49,4774.431961957327,0.1,GVPT2_overtone_combination
H2O-HDO-HH,combination,,5,8.0,3215.95,3109.501080551626,0.03,GVPT2_overtone_combination
H2O-HDO-HH,combination,,5,9.0,4160.63,2403.4821649605947,0.02,GVPT2_overtone_combination
H2O-HDO-HH,combination,,5,10.0,4213.08,2373.560435595811,0.08,GVPT2_overtone_combination
H2O-HDO-HH,combination,,5,11.0,4258.77,2348.0958117015,0.15,GVPT2_overtone_combination
H2O-HDO-HH,overtone,,6,6.0,2776.18,3602.0719117636468,2.98,GVPT2_overtone_combination
H2O-HDO-HH,combination,,6,7.0,3001.19,3332.0116353846306,0.0,GVPT2_overtone_combination
H2O-HDO-HH,combination,,6,8.0,4112.51,2431.605029531843,0.76,GVPT2_overtone_combination
H2O-HDO-HH,combination,,6,9.0,5028.51,1988.6606569341614,0.01,GVPT2_overtone_combination
H2O-HDO-HH,combination,,6,10.0,5108.08,1957.6827301060282,1.47,GVPT2_overtone_combination
H2O-HDO-HH,combination,,6,11.0,5173.56,1932.9050015849818,0.0,GVPT2_overtone_combination
H2O-HDO-HH,overtone,,7,7.0,3165.29,3159.268187117136,0.08,GVPT2_overtone_combination
H2O-HDO-HH,combination,,7,8.0,4336.43,2306.0443729058234,0.0,GVPT2_overtone_combination
