species,mode1,mode2,same_mode,frequency_cm1,wavelength_nm,intensity_km_mol,eps_L_per_mol_cm,t2_au,tx,ty,tz
D2O-HDO-DD,7,8,False,4041.31,2474.4451675323103,0.0,1e-06,0.0,-4.2e-05,2.1e-05,-0.000211
D2O-HDO-DD,7,9,False,4114.45,2430.4585059971564,0.75,0.000149,1.1e-05,0.000407,-0.00323,0.000848
D2O-HDO-DD,7,10,False,4166.74,2399.957760743411,0.0,1e-06,0.0,-8e-05,-0.000179,-4.9e-05
D2O-HDO-DD,7,11,False,5102.13,1959.9657397988683,1.47,0.00029,1.8e-05,0.000581,0.003832,-0.001652
D2O-HDO-DD,8,8,True,5215.0,1917.5455417066155,0.05,1e-05,1e-06,0.000633,0.000123,0.000405
D2O-HDO-DD,8,9,False,5376.94,1859.793860448508,0.02,5e-06,0.0,0.000497,-0.000159,1e-05
D2O-HDO-DD,8,10,False,5359.41,1865.8770275086251,0.55,0.000108,6e-06,0.001826,-0.000773,-0.001541
D2O-HDO-DD,8,11,False,6365.8,1570.894467309686,0.03,7e-06,0.0,0.000482,0.000174,-0.000256
D2O-HDO-DD,9,9,True,5389.53,1855.449362003737,0.66,0.000131,8e-06,0.000599,-0.002635,0.00053
D2O-HDO-DD,9,10,False,5502.67,1817.2996018296571,0.03,6e-06,0.0,0.000495,-0.000339,-3e-05
D2O-HDO-DD,9,11,False,6450.81,1550.1929215090818,0.15,3e-05,1e-06,0.000908,7.9e-05,-0.000798
D2O-HDO-DD,10,10,True,5469.52,1828.3140019599525,0.36,7.1e-05,4e-06,-0.001831,0.000453,0.000713
D2O-HDO-DD,10,11,False,6492.33,1540.2790677614971,0.01,2e-06,0.0,0.000238,0.000107,-0.000146
D2O-HDO-DD,11,11,True,7293.29,1371.1233202025423,1.43,0.000282,1.2e-05,0.001178,0.00271,-0.00183
D2O-HDO-DH,0,0,True,123.97,80664.67693796886,1.69,0.000334,0.00084,0.028157,0.005006,-0.004678
D2O-HDO-DH,0,1,False,154.91,64553.61177457879,0.34,6.6e-05,0.000134,-0.006542,0.008444,0.004448
D2O-HDO-DH,0,2,False,171.9,58173.35660267597,0.93,0.000183,0.000332,-0.017331,-0.00564,-0.000474
D2O-HDO-DH,0,3,False,204.45,48911.71435558816,0.08,1.7e-05,2.6e-05,0.001937,0.002636,-0.003855
D2O-HDO-DH,0,4,False,324.87,30781.543386585403,1.39,0.000275,0.000265,0.008306,-0.010723,0.008974
D2O-HDO-DH,0,5,False,428.44,23340.491083932407,0.7,0.000138,0.0001,0.003101,0.001061,0.009458
D2O-HDO-DH,0,6,False,1254.93,7968.571952220442,0.06,1.2e-05,3e-06,0.001313,0.001173,-6e-06
D2O-HDO-DH,0,7,False,1471.0,6798.096532970768,0.34,6.7e-05,1.4e-05,0.002842,-0.000695,0.002376
D2O-HDO-DH,0,8,False,2715.67,3682.332536722061,0.09,1.7e-05,2e-06,-0.000795,-0.001076,0.000385
D2O-HDO-DH,0,9,False,2801.19,3569.9113591009536,0.89,0.000176,2e-05,-0.000339,-0.003631,0.002504
D2O-HDO-DH,0,10,False,2834.3,3528.2080231450445,0.18,3.5e-05,4e-06,0.001471,-0.000212,0.001301
D2O-HDO-DH,0,11,False,3800.66,2631.121963027474,0.06,1.2e-05,1e-06,0.000857,0.00045,-8.3e-05
D2O-HDO-DH,1,1,True,184.08,54324.20686657974,0.73,0.000145,0.000246,-0.015621,0.000529,0.001183
D2O-HDO-DH,1,2,False,189.16,52865.29921759357,0.07,1.4e-05,2.4e-05,-0.004645,-0.001271,-0.000585
D2O-HDO-DH,1,3,False,227.0,44052.86343612335,0.21,4.2e-05,5.8e-05,0.007565,0.000654,-0.000808
D2O-HDO-DH,1,4,False,321.59,31095.49426288131,0.56,0.000111,0.000108,0.007745,0.003421,0.005991
D2O-HDO-DH,1,5,False,471.18,21223.311685555414,0.12,2.3e-05,1.6e-05,-0.001643,-0.001058,0.00342
D2O-HDO-DH,1,6,False,1272.68,7857.434704717603,0.13,2.5e-05,6e-06,-0.000624,-0.001728,0.001645
D2O-HDO-DH,1,7,False,1493.23,6696.891972435593,0.22,4.3e-05,9e-06,0.000677,0.002177,0.001954
D2O-HDO-DH,1,8,False,2740.83,3648.529824907054,0.11,2.1e-05,2e-06,-0.000767,-0.001336,0.000228
D2O-HDO-DH,1,9,False,2822.16,3543.3852084927858,0.07,1.5e-05,2e-06,0.000385,0.000164,-0.001209
D2O-HDO-DH,1,10,False,2862.08,3493.9624329159215,0.09,1.8e-05,2e-06,0.000651,-0.000598,0.001103
D2O-HDO-DH,1,11,False,3819.18,2618.3631041218273,0.09,1.8e-05,1e-06,0.00012,-0.000766,0.00092
D2O-HDO-DH,2,2,True,172.41,58001.27602807262,0.8,0.000159,0.000287,-0.015072,0.003038,0.007136
D2O-HDO-DH,2,3,False,234.65,42616.663115278076,0.32,6.3e-05,8.4e-05,0.008744,0.000486,-0.002673
D2O-HDO-DH,2,4,False,347.67,28762.907354675408,5.37,0.001062,0.000953,0.026329,0.016055,-0.001463
D2O-HDO-DH,2,5,False,473.33,21126.909344432002,0.76,0.00015,9.9e-05,0.007278,-0.006148,0.002796
D2O-HDO-DH,2,6,False,1279.03,7818.424900119622,0.04,8e-06,2e-06,0.000467,-0.000424,0.001289
D2O-HDO-DH,2,7,False,1501.77,6658.80927172603,0.1,2.1e-05,4e-06,0.001785,0.000659,0.000805
D2O-HDO-DH,2,8,False,2754.14,3630.8974852404017,0.47,9.3e-05,1.1e-05,-0.002153,-0.001395,-0.00198
D2O-HDO-DH,2,9,False,2833.83,3528.7931880176297,0.19,3.7e-05,4e-06,-0.001422,-0.001055,-0.000993
D2O-HDO-DH,2,10,False,2871.77,3482.1730152484356,0.01,2e-06,0.0,0.000346,0.000208,0.000138
D2O-HDO-DH,2,11,False,3830.92,2610.3390308333246,0.65,0.000129,1.1e-05,0.00214,0.001166,-0.002136
D2O-HDO-DH,3,3,True,265.84,37616.611495636476,0.72,0.000142,0.000166,0.011422,0.005477,0.002424
D2O-HDO-DH,3,4,False,361.76,27642.63600176913,0.35,6.9e-05,5.9e-05,-0.001033,0.005636,0.005148
D2O-HDO-DH,3,5,False,503.35,19866.891824774015,1.3,0.000257,0.000159,0.00281,-0.005807,0.010841
D2O-HDO-DH,3,6,False,1317.37,7590.881832742511,0.02,3e-06,1e-06,0.00063,0.000524,0.00039
D2O-HDO-DH,3,7,False,1536.85,6506.815889644403,0.07,1.3e-05,3e-06,-0.000977,-0.000965,-0.000893
D2O-HDO-DH,3,8,False,2786.6,3588.6025981482812,0.55,0.000109,1.2e-05,0.003455,0.000514,-7.2e-05
D2O-HDO-DH,3,9,False,2870.12,3484.1748777054618,0.07,1.3e-05,1e-06,0.000439,0.001068,0.00029
D2O-HDO-DH,3,10,False,2902.0,3445.8993797381117,0.34,6.8e-05,7e-06,0.002642,0.00058,0.000127
D2O-HDO-DH,3,11,False,3866.4,2586.3852679495135,0.1,2e-05,2e-06,0.00066,0.000619,0.000909
D2O-HDO-DH,4,4,True,420.76,23766.517729822226,2.53,0.000502,0.000372,-0.017975,-0.004473,-0.005376
D2O-HDO-DH,4,5,False,598.5,16708.43776106934,0.07,1.3e-05,7e-06,-0.002482,0.00069,-0.000445
D2O-HDO-DH,4,6,False,1411.32,7085.565286398549,0.11,2.1e-05,5e-06,0.001996,0.000853,-6.7e-05
D2O-HDO-DH,4,7,False,1636.99,6108.772808630474,0.25,4.9e-05,9e-06,-0.003028,0.00027,0.00014
D2O-HDO-DH,4,8,False,2895.09,3454.1240514111823,0.56,0.00011,1.2e-05,0.003339,0.000704,0.000443
D2O-HDO-DH,4,9,False,2969.36,3367.7290729315405,0.21,4.2e-05,4e-06,0.001764,0.001089,0.000276
D2O-HDO-DH,4,10,False,3004.99,3327.79809583393,0.05,1e-05,1e-06,-0.000736,-0.000636,-0.000366
D2O-HDO-DH,4,11,False,3968.17,2520.0533243283426,0.39,7.7e-05,6e-06,0.002227,9.3e-05,0.001037
D2O-HDO-DH,5,5,True,715.95,13967.455827920943,0.67,0.000133,5.8e-05,-0.00711,-0.002318,-0.001368
D2O-HDO-DH,5,6,False,1567.23,6380.684392207908,0.04,7e-06,1e-06,0.000172,-0.000886,0.000807
D2O-HDO-DH,5,7,False,1782.32,5610.664751559765,0.07,1.4e-05,2e-06,-0.001541,-6e-05,-0.000185
D2O-HDO-DH,5,8,False,3048.68,3280.1081123633835,0.02,5e-06,1e-06,0.000445,0.00054,0.000119
D2O-HDO-DH,5,9,False,3114.49,3210.798557709288,0.02,4e-06,0.0,0.00047,-0.000406,0.000159
D2O-HDO-DH,5,10,False,3154.32,3170.2553957746836,0.06,1.1e-05,1e-06,0.000236,-0.000517,0.0009
D2O-HDO-DH,5,11,False,4110.93,2432.5395956632683,0.09,1.7e-05,1e-06,0.00039,0.000244,0.001048
D2O-HDO-DH,6,6,True,2337.76,4277.599069194443,0.04,7e-06,1e-06,0.000472,-0.000614,-0.000609
D2O-HDO-DH,6,7,False,2578.63,3878.028255313868,0.0,0.0,0.0,0.000186,1.8e-05,2.4e-05
D2O-HDO-DH,6,8,False,3817.22,2619.7075358506977,0.55,0.00011,9e-06,0.002982,0.000256,-0.000125
D2O-HDO-DH,6,9,False,3911.68,2556.446335078534,0.0,0.0,0.0,-0.000112,-0.000125,5e-06
D2O-HDO-DH,6,10,False,3941.35,2537.201720222766,1.76,0.000348,2.8e-05,0.004929,-0.000988,-0.001517
D2O-HDO-DH,6,11,False,4907.84,2037.5562365521287,0.0,1e-06,0.0,-7.4e-05,-5.8e-05,-0.000177
D2O-HDO-DH,7,7,True,2776.92,3601.1120233928236,2.85,0.000563,6.3e-05,-0.000967,-0.005873,0.005282
D2O-HDO-DH,7,8,False,4041.1,2474.573754670758,0.0,1e-06,0.0,-6.5e-05,-7.5e-05,-0.000192
D2O-HDO-DH,7,9,False,4111.23,2432.362091150337,0.75,0.000149,1.1e-05,0.000946,-0.002511,0.002028
D2O-HDO-DH,7,10,False,4167.49,2399.5258536913107,0.0,1e-06,0.0,-5.7e-05,-0.00019,4.1e-05
D2O-HDO-DH,7,11,False,5106.52,1958.2807861322385,1.47,0.000291,1.8e-05,-0.000137,0.002801,-0.003148
D2O-HDO-DH,8,8,True,5214.33,1917.7919310822292,0.05,1e-05,1e-06,-0.000644,-0.00034,-0.00022
D2O-HDO-DH,8,9,False,5373.11,1861.1195378467964,0.02,5e-06,0.0,-0.000514,9.5e-05,-0.0
D2O-HDO-DH,8,10,False,5359.74,1865.762145178684,0.55,0.000108,6e-06,-0.001761,0.00119,0.001337
D2O-HDO-DH,8,11,False,6369.09,1570.083010288754,0.03,7e-06,0.0,-0.000425,-9.1e-05,0.000373
D2O-HDO-DH,9,9,True,5382.76,1857.7829960837935,0.66,0.000131,8e-06,-0.00102,0.002093,-0.001469
D2O-HDO-DH,9,10,False,5499.82,1818.2413242615214,0.03,6e-06,0.0,-0.000534,0.000274,-3.9e-05
D2O-HDO-DH,9,11,False,6451.0,1550.147263990079,0.15,3e-05,1e-06,-0.000807,0.000186,0.000885
D2O-HDO-DH,10,10,True,5470.88,1827.85950340713,0.36,7.1e-05,4e-06,0.0018,-0.000548,-0.000725
D2O-HDO-DH,10,11,False,6496.58,1539.2714320457842,0.01,2e-06,0.0,-0.000205,-5.5e-05,0.00021
D2O-HDO-DH,11,11,True,7300.59,1369.7523076902003,1.43,0.000283,1.2e-05,-0.000595,-0.001768,0.002932
D2O,0,0,True,2317.31,4315.348399653046,0.05,1e-05,1e-06,0.0,0.001162,-0.0
D2O,0,1,False,3854.6,2594.302910807866,0.02,3e-06,0.0,-0.0,0.000527,-0.0
D2O,0,2,False,3961.67,2524.188031814866,1.56,0.000309,2.4e-05,-0.00493,-0.0,-0.0
D2O,1,1,True,5344.92,1870.9353928590137,0.15,2.9e-05,2e-06,-0.0,0.001307,-0.0
D2O,1,2,False,5415.06,1846.701606261057,1.27,0.000251,1.4e-05,-0.003807,-0.0,-0.0
D2O,2,2,True,5552.58,1800.9645966379594,0.0,0.0,0.0,0.0,0.000141,0.0
H2O-D2O-HX,0,0,True,161.38,61965.54715578139,0.56,0.000111,0.000215,-0.014072,-0.003574,0.002023
H2O-D2O-HX,0,1,False,175.26,57058.08513066302,0.16,3.2e-05,5.7e-05,-0.001243,-0.001596,-0.007293
H2O-D2O-HX,0,2,False,173.16,57750.05775005775,1.43,0.000284,0.000511,0.006326,-0.021371,0.003777
H2O-D2O-HX,0,3,False,225.24,44397.08755105665,0.08,1.6e-05,2.2e-05,0.000541,0.001021,0.00453
H2O-D2O-HX,0,4,False,380.46,26283.97203385376,0.26,5.2e-05,4.2e-05,0.000623,0.001413,0.006329
H2O-D2O-HX,0,5,False,536.08,18653.93224891807,0.54,0.000107,6.2e-05,0.0014,0.007559,-0.001716
H2O-D2O-HX,0,6,False,1262.41,7921.356769987563,0.22,4.3e-05,1.1e-05,-0.000339,-0.00072,-0.003177
H2O-D2O-HX,0,7,False,1685.92,5931.479548258518,0.31,6.1e-05,1.1e-05,0.000317,0.000717,0.003275
H2O-D2O-HX,0,8,False,2773.37,3605.7215589697735,0.64,0.000126,1.4e-05,0.000362,0.00081,0.003655
H2O-D2O-HX,0,9,False,2882.36,3469.3792586630398,0.4,7.8e-05,8e-06,-0.002418,-0.001523,0.000577
H2O-D2O-HX,0,10,False,3710.69,2694.9165788573014,0.49,9.6e-05,8e-06,0.000275,0.000609,0.002764
H2O-D2O-HX,0,11,False,3837.23,2606.046549203462,0.41,8.1e-05,7e-06,-0.00025,-0.000551,-0.002501
H2O-D2O-HX,1,1,True,187.7,53276.505061267984,2.45,0.000484,0.000805,-0.028141,0.00288,0.002265
H2O-D2O-HX,1,2,False,210.49,47508.19516366573,0.04,8e-06,1.2e-05,-0.000504,-0.000231,-0.003406
H2O-D2O-HX,1,3,False,235.82,42405.22432363667,2.53,0.0005,0.000662,0.025596,-5.7e-05,-0.002535
H2O-D2O-HX,1,4,False,383.36,26085.141903171952,0.26,5.1e-05,4.2e-05,-0.004283,0.004803,-0.000679
H2O-D2O-HX,1,5,False,558.52,17904.461791878537,1.65,0.000326,0.000182,0.001269,0.002831,0.013133
H2O-D2O-HX,1,6,False,1279.78,7813.843004266359,0.5,9.9e-05,2.4e-05,0.004642,0.001383,-0.000872
H2O-D2O-HX,1,7,False,1699.99,5882.387543456138,0.02,3e-06,1e-06,-0.000227,-0.000737,0.000113
H2O-D2O-HX,1,8,False,2788.03,3586.761978888319,0.09,1.8e-05,2e-06,0.001026,-0.00095,5.8e-05
H2O-D2O-HX,1,9,False,2901.97,3445.935002773978,0.05,9e-06,1e-06,9e-05,0.000211,0.000984
H2O-D2O-HX,1,10,False,3727.25,2682.94318867798,0.7,0.000139,1.2e-05,-0.002997,-0.001522,0.000594
H2O-D2O-HX,1,11,False,3855.94,2593.4013496060625,0.01,2e-06,0.0,-7.5e-05,0.000411,-1.9e-05
H2O-D2O-HX,2,2,True,210.88,47420.333839150226,2.23,0.000441,0.000653,0.011341,-0.022643,0.00344
H2O-D2O-HX,2,3,False,248.11,40304.70355890532,0.14,2.8e-05,3.5e-05,-0.000416,-0.001294,-0.005735
H2O-D2O-HX,2,4,False,402.3,24857.071836937608,0.05,1e-05,8e-06,-0.000285,-0.000656,-0.002699
H2O-D2O-HX,2,5,False,561.46,17810.707797527873,0.48,9.5e-05,5.3e-05,0.003731,0.006013,-0.001611
H2O-D2O-HX,2,6,False,1283.79,7789.4359669416335,0.0,0.0,0.0,-5.7e-05,-4.9e-05,-8.4e-05
H2O-D2O-HX,2,7,False,1716.9,5824.451045488962,0.87,0.000172,3.1e-05,0.000525,0.00119,0.005441
H2O-D2O-HX,2,8,False,2791.17,3582.7269567958956,0.01,2e-06,0.0,2.6e-05,8.3e-05,0.000477
H2O-D2O-HX,2,9,False,2903.5,3444.1191665231618,0.0,1e-06,0.0,-5.4e-05,0.000297,-5.6e-05
H2O-D2O-HX,2,10,False,3724.53,2684.9025246138435,0.05,1e-05,1e-06,5.3e-05,0.000172,0.000879
H2O-D2O-HX,2,11,False,3847.99,2598.7593522852194,1.21,0.000239,1.9e-05,0.00049,0.000985,0.004258
H2O-D2O-HX,3,3,True,280.67,35629.03053407917,1.11,0.00022,0.000245,0.015524,-0.001598,-0.001174
H2O-D2O-HX,3,4,False,418.15,23914.863087408827,0.4,8e-05,6e-05,-0.005404,0.005476,-0.000676
H2O-D2O-HX,3,5,False,597.29,16742.285991729314,2.3,0.000456,0.000238,0.001488,0.003314,0.014998
H2O-D2O-HX,3,6,False,1324.18,7551.843404975154,0.02,5e-06,1e-06,0.000241,0.001004,-0.000246
H2O-D2O-HX,3,7,False,1747.99,5720.856526639169,0.04,8e-06,2e-06,-0.000741,-0.000934,0.000279
H2O-D2O-HX,3,8,False,2834.85,3527.523502125333,0.15,2.9e-05,3e-06,0.000542,0.001665,-0.000418
H2O-D2O-HX,3,9,False,2946.0,3394.4331296673454,0.03,6e-06,1e-06,-7.7e-05,-0.000172,-0.000781
H2O-D2O-HX,3,10,False,3774.16,2649.5962015388855,0.71,0.00014,1.2e-05,0.003346,0.000408,-0.000419
H2O-D2O-HX,3,11,False,3908.55,2558.4935589924653,0.43,8.6e-05,7e-06,0.002569,0.000354,-0.000331
H2O-D2O-HX,4,4,True,537.87,18591.853049993493,1.03,0.000205,0.000119,-0.006617,-0.008292,0.002504
H2O-D2O-HX,4,5,False,739.68,13519.359723123514,0.04,9e-06,4e-06,-0.000186,-0.000407,-0.00185
H2O-D2O-HX,4,6,False,1466.94,6816.911393785704,0.14,2.9e-05,6e-06,0.002347,0.000647,-0.000373
H2O-D2O-HX,4,7,False,1881.78,5314.117484509347,0.17,3.4e-05,6e-06,-0.002328,-0.000389,0.000315
H2O-D2O-HX,4,8,False,2979.18,3356.628333971093,0.24,4.8e-05,5e-06,0.00193,0.00108,-0.000428
H2O-D2O-HX,4,9,False,3090.2,3236.0365024917483,0.01,2e-06,0.0,-4.4e-05,-9.7e-05,-0.000441
H2O-D2O-HX,4,10,False,3938.97,2538.7347453775988,0.19,3.8e-05,3e-06,0.001689,0.00033,-0.000239
H2O-D2O-HX,4,11,False,4043.07,2473.368009952833,0.17,3.4e-05,3e-06,-0.001045,-0.001195,0.000367
H2O-D2O-HX,5,5,True,863.32,11583.190473984154,1.03,0.000204,7.4e-05,-0.007491,-0.003891,0.001594
H2O-D2O-HX,5,6,False,1658.59,6029.217588433549,0.0,0.0,0.0,2.2e-05,4.9e-05,0.000217
H2O-D2O-HX,5,7,False,2088.48,4788.171301616487,0.1,2e-05,3e-06,-0.000165,-0.000371,-0.001682
H2O-D2O-HX,5,8,False,3164.21,3160.346500390303,0.04,8e-06,1e-06,8.3e-05,0.000188,0.000848
H2O-D2O-HX,5,9,False,3274.15,3054.22781485271,0.03,6e-06,1e-06,0.000587,-0.000461,4.3e-05
H2O-D2O-HX,5,10,False,4139.0,2416.0425223483935,0.0,1e-06,0.0,1.7e-05,4.2e-05,0.000196
H2O-D2O-HX,5,11,False,4232.42,2362.714475406505,0.15,3e-05,2e-06,0.000142,0.000318,0.001434
H2O-D2O-HX,6,6,True,2334.81,4283.0037561942945,0.02,5e-06,1e-06,-0.000592,0.0005,-5.2e-05
H2O-D2O-HX,6,7,False,2779.46,3597.8211595058033,0.0,0.0,0.0,0.000143,-4e-06,-1.3e-05
H2O-D2O-HX,6,8,False,3858.59,2591.6202550672656,0.01,2e-06,0.0,-0.000352,0.000173,-3e-06
H2O-D2O-HX,6,9,False,3965.03,2522.0490135005284,1.53,0.000302,2.4e-05,-0.000468,-0.001044,-0.004741
H2O-D2O-HX,6,10,False,4793.36,2086.2192699901534,0.01,2e-06,0.0,-0.000325,0.00016,-3e-06
H2O-D2O-HX,6,11,False,4932.16,2027.5092454421592,0.0,0.0,0.0,-4.4e-05,8.6e-05,-1.5e-05
H2O-D2O-HX,7,7,True,3164.93,3159.627543105219,0.08,1.6e-05,2e-06,0.00053,-0.001133,0.000198
H2O-D2O-HX,7,8,False,4290.78,2330.5785894406145,0.0,1e-06,0.0,7.6e-05,0.000215,-5.5e-05
H2O-D2O-HX,7,9,False,4400.84,2272.2934712463984,0.0,0.0,0.0,-6e-06,-1.3e-05,-5.8e-05
H2O-D2O-HX,7,10,False,5208.12,1920.0786464213575,2.32,0.000459,2.7e-05,-0.005218,1.8e-05,0.000509
H2O-D2O-HX,7,11,False,5343.83,1871.3170142014249,3.27,0.000647,3.8e-05,-0.005702,0.002297,5.4e-05
H2O-D2O-HX,8,8,True,5336.28,1873.9646345394171,0.21,4.1e-05,2e-06,-0.001223,0.000938,-8.6e-05
H2O-D2O-HX,8,9,False,5407.93,1849.136360862659,1.21,0.00024,1.4e-05,-0.000357,-0.000797,-0.00362
H2O-D2O-HX,8,10,False,6303.26,1586.480646522593,0.08,1.7e-05,1e-06,-0.000858,0.000302,1.8e-05
H2O-D2O-HX,8,11,False,6443.31,1551.9973429805486,0.01,1e-06,0.0,-0.000229,3.2e-05,1.5e-05
H2O-D2O-HX,9,9,True,5546.36,1802.984299612719,0.01,2e-06,0.0,-0.000302,0.000161,-6e-06
H2O-D2O-HX,9,10,False,6413.32,1559.2548009455322,0.02,4e-06,0.0,-4.4e-05,-9.8e-05,-0.000444
H2O-D2O-HX,9,11,False,6553.36,1525.934787650915,0.0,1e-06,0.0,-1.6e-05,-3.6e-05,-0.000163
H2O-D2O-HX,10,10,True,7073.01,1413.8252314078447,0.04,7e-06,0.0,-0.000553,-7.5e-05,7.1e-05
H2O-D2O-HX,10,11,False,7329.61,1364.3290707145402,0.77,0.000153,7e-06,-0.001386,0.002116,-0.000331
H2O-D2O-HX,11,11,True,7371.0,1356.66802333469,0.99,0.000197,8e-06,0.00254,-0.00137,5.3e-05
H2O-H2O-HX,0,0,True,193.55,51666.236114699044,0.94,0.000185,0.000299,0.014386,-7.6e-05,0.009591
H2O-H2O-HX,0,1,False,216.9,46104.19548178884,1.44,0.000286,0.000411,0.009432,0.000309,0.017952
H2O-H2O-HX,0,2,False,220.65,45320.643553138456,0.06,1.2e-05,1.7e-05,-4.2e-05,-0.004113,0.000194
H2O-H2O-HX,0,3,False,243.89,41002.09110664644,0.0,0.0,0.0,-4.7e-05,0.000412,7.1e-05
H2O-H2O-HX,0,4,False,450.14,22215.310792197983,3.37,0.000666,0.000462,0.000111,0.021488,-0.000399
H2O-H2O-HX,0,5,False,551.05,18147.17357771527,0.85,0.000168,9.5e-05,0.003366,-0.00012,-0.009168
H2O-H2O-HX,0,6,False,1696.56,5894.280190503136,0.8,0.000159,2.9e-05,-5.1e-05,-0.005403,0.000133
H2O-H2O-HX,0,7,False,1715.9,5827.845445538784,0.08,1.7e-05,3e-06,1.7e-05,-0.001736,2.5e-05
H2O-H2O-HX,0,8,False,3726.28,2683.6415942977983,0.26,5.1e-05,4e-06,1.8e-05,-0.002059,2.8e-05
H2O-H2O-HX,0,9,False,3791.34,2637.5898758750204,1.05,0.000208,1.7e-05,2e-06,0.004141,-5.8e-05
H2O-H2O-HX,0,10,False,3849.99,2597.409343920374,0.04,7e-06,1e-06,-2.6e-05,-0.00075,2.1e-05
H2O-H2O-HX,0,11,False,3876.25,2579.8129635601417,0.79,0.000157,1.3e-05,0.003307,-8.5e-05,-0.001312
H2O-H2O-HX,1,1,True,220.02,45450.41359876375,0.55,0.000109,0.000154,-0.01232,-0.000193,-0.001475
H2O-H2O-HX,1,2,False,226.82,44087.82294330306,0.11,2.2e-05,3e-05,0.000245,0.005478,-7e-05
H2O-H2O-HX,1,3,False,246.28,40604.19035244437,0.04,8e-06,1e-05,-0.0004,-0.003105,-1.1e-05
H2O-H2O-HX,1,4,False,395.92,25257.627803596686,0.46,9.1e-05,7.2e-05,9e-06,-0.008482,0.000218
H2O-H2O-HX,1,5,False,602.4,16600.265604249667,0.12,2.3e-05,1.2e-05,0.002578,-0.000179,0.002288
H2O-H2O-HX,1,6,False,1705.53,5863.280036117805,0.0,0.0,0.0,0.000106,-0.00012,-3.8e-05
H2O-H2O-HX,1,7,False,1715.92,5827.777518765443,0.48,9.5e-05,1.7e-05,5.4e-05,-0.004161,5e-05
H2O-H2O-HX,1,8,False,3739.94,2673.8396872677104,0.11,2.3e-05,2e-06,-3.7e-05,0.001373,1e-06
H2O-H2O-HX,1,9,False,3797.81,2633.0964424233966,0.11,2.2e-05,2e-06,-1.6e-05,0.001336,-3.9e-05
H2O-H2O-HX,1,10,False,3857.21,2592.54746306268,0.18,3.5e-05,3e-06,3e-05,0.00168,-4.4e-05
H2O-H2O-HX,1,11,False,3881.98,2576.005028361815,0.35,7e-05,6e-06,-0.00206,-1.9e-05,0.001167
H2O-H2O-HX,2,2,True,220.13,45427.701812565305,1.43,0.000283,0.000402,-0.018775,-5e-06,-0.007
H2O-H2O-HX,2,3,False,234.43,42656.65657125795,4.49,0.000889,0.001183,0.033833,-1.5e-05,0.006217
H2O-H2O-HX,2,4,False,415.44,24070.864625457347,1.63,0.000323,0.000243,0.011716,-0.000218,-0.010257
H2O-H2O-HX,2,5,False,586.52,17049.71697469822,3.06,0.000606,0.000323,8.2e-05,0.017958,-0.000269
H2O-H2O-HX,2,6,False,1709.52,5849.595208011606,0.03,5e-06,1e-06,0.00096,3.6e-05,-0.000234
H2O-H2O-HX,2,7,False,1715.49,5829.238293432197,0.07,1.4e-05,3e-06,0.001544,-2e-06,-0.000488
H2O-H2O-HX,2,8,False,3741.14,2672.9820322147793,0.27,5.4e-05,4e-06,0.001465,-1.1e-05,-0.001523
H2O-H2O-HX,2,9,False,3800.9,2630.955826251677,0.37,7.3e-05,6e-06,-0.001336,2.4e-05,0.002046
H2O-H2O-HX,2,10,False,3860.51,2590.331329280328,0.04,7e-06,1e-06,-0.000633,3e-05,0.00041
H2O-H2O-HX,2,11,False,3884.34,2574.4399305930992,0.06,1.1e-05,1e-06,7.2e-05,-0.000952,-5e-06
H2O-H2O-HX,3,3,True,268.19,37286.99802378911,15.14,0.002996,0.003486,0.00364,0.001048,0.058917
H2O-H2O-HX,3,4,False,409.37,24427.77927058651,0.83,0.000164,0.000125,-0.009414,-8.8e-05,-0.006029
H2O-H2O-HX,3,5,False,599.89,16669.72278251013,1.74,0.000343,0.000179,8e-06,0.013365,-0.000237
H2O-H2O-HX,3,6,False,1728.5,5785.363031530229,0.01,2e-06,0.0,-0.000419,-4e-06,-0.000399
H2O-H2O-HX,3,7,False,1738.21,5753.04479895985,0.03,7e-06,1e-06,0.000226,-2.1e-05,-0.001075
H2O-H2O-HX,3,8,False,3764.98,2656.0566058783843,0.91,0.00018,1.5e-05,-0.003815,8e-06,0.000597
H2O-H2O-HX,3,9,False,3822.2,2616.294280780702,0.55,0.000108,9e-06,0.001733,-3.8e-05,-0.002419
H2O-H2O-HX,3,10,False,3866.87,2586.0709048920703,0.37,7.4e-05,6e-06,-0.002446,0.0,-1.2e-05
H2O-H2O-HX,3,11,False,3906.47,2559.8558289197153,0.08,1.7e-05,1e-06,-7e-06,0.001154,-1.7e-05
H2O-H2O-HX,4,4,True,532.99,18762.078087769,2.13,0.000422,0.000247,-0.013802,0.000132,0.007513
H2O-H2O-HX,4,5,False,755.06,13243.980610812387,0.07,1.4e-05,6e-06,-3e-06,-0.002413,4e-05
H2O-H2O-HX,4,6,False,1889.31,5292.937633315867,0.44,8.6e-05,1.4e-05,0.003766,-3e-06,-0.000247
H2O-H2O-HX,4,7,False,1888.32,5295.712591086257,0.43,8.5e-05,1.4e-05,0.003727,7e-06,0.000472
H2O-H2O-HX,4,8,False,3944.07,2535.451956988593,0.54,0.000107,8e-06,-0.002876,7e-06,0.000407
H2O-H2O-HX,4,9,False,3984.12,2509.964559300423,0.96,0.00019,1.5e-05,0.003659,-2e-05,-0.001217
