species,mode1,mode2,same_mode,frequency_cm1,wavelength_nm,intensity_km_mol,eps_L_per_mol_cm,t2_au,tx,ty,tz
HDO-D2O-DX,2,11,False,3827.9,2612.398443010528,1.26,0.000249,2e-05,0.000464,0.000991,0.004366
HDO-D2O-DX,3,3,True,142.03,70407.66035344645,0.3,6e-05,0.000132,0.010961,0.003024,-0.001734
HDO-D2O-DX,3,4,False,43.22,231374.36372049976,0.04,8e-06,6e-05,-0.004596,0.006206,-0.000918
HDO-D2O-DX,3,5,False,452.28,22110.19722295923,0.82,0.000163,0.000112,0.001017,0.002276,0.010296
HDO-D2O-DX,3,6,False,1252.43,7984.478174428909,0.03,6e-06,1e-06,0.000489,0.001065,-0.000283
HDO-D2O-DX,3,7,False,1470.2,6801.795674057951,0.11,2.2e-05,5e-06,-0.000795,-0.001948,0.000508
HDO-D2O-DX,3,8,False,2745.96,3641.7136447726843,0.38,7.5e-05,9e-06,-0.002859,-0.000455,0.00038
HDO-D2O-DX,3,9,False,2767.03,3613.9832238898744,0.27,5.4e-05,6e-06,0.001716,0.001681,-0.000536
HDO-D2O-DX,3,10,False,2876.47,3476.4833285241984,0.03,5e-06,1e-06,-7e-05,-0.000159,-0.000719
HDO-D2O-DX,3,11,False,3810.06,2624.630583245408,0.05,9e-06,1e-06,0.000862,1.7e-05,-8.8e-05
HDO-D2O-DX,4,4,True,200.39,49902.68975497779,0.36,7.2e-05,0.000112,-0.007983,-0.006542,0.002246
HDO-D2O-DX,4,5,False,516.91,19345.72749608249,0.01,2e-06,1e-06,-0.000105,-0.000225,-0.001035
HDO-D2O-DX,4,6,False,1295.68,7717.955050629785,0.17,3.3e-05,8e-06,0.002753,0.000468,-0.000372
HDO-D2O-DX,4,7,False,1511.25,6617.038875103392,0.16,3.1e-05,6e-06,-0.001951,0.001583,-0.000159
HDO-D2O-DX,4,8,False,2801.84,3569.0831739142845,0.13,2.5e-05,3e-06,-0.00153,-0.000633,0.000289
HDO-D2O-DX,4,9,False,2810.61,3557.946495600599,0.35,6.9e-05,8e-06,0.002441,0.00122,-0.000507
HDO-D2O-DX,4,10,False,2920.55,3424.012600366369,0.01,3e-06,0.0,-5.4e-05,-0.00012,-0.000544
HDO-D2O-DX,4,11,False,3851.07,2596.6809224449307,0.39,7.7e-05,6e-06,-0.002397,-0.0006,0.000367
HDO-D2O-DX,5,5,True,741.33,13489.26928628276,0.47,9.4e-05,3.9e-05,-0.005588,-0.002631,0.001127
HDO-D2O-DX,5,6,False,1569.73,6370.522319124945,0.0,0.0,0.0,1.7e-05,3.6e-05,0.00016
HDO-D2O-DX,5,7,False,1794.68,5572.0239819912185,0.07,1.4e-05,2e-06,-0.000147,-0.000334,-0.001512
HDO-D2O-DX,5,8,False,3081.31,3245.3729095741746,0.0,1e-06,0.0,-1.9e-05,-4.9e-05,-0.000221
HDO-D2O-DX,5,9,False,3083.77,3242.783994915315,0.03,6e-06,1e-06,7.2e-05,0.000161,0.000729
HDO-D2O-DX,5,10,False,3192.26,3132.576920426281,0.02,4e-06,0.0,0.000325,-0.000532,8.4e-05
HDO-D2O-DX,5,11,False,4126.39,2423.4258031838967,0.1,1.9e-05,1e-06,0.000114,0.000258,0.001164
HDO-D2O-DX,6,6,True,2331.24,4289.562636193614,0.02,4e-06,1e-06,-0.000586,0.000486,-5e-05
HDO-D2O-DX,6,7,False,2567.65,3894.6118045683793,0.0,0.0,0.0,0.00011,-1.8e-05,-7e-06
HDO-D2O-DX,6,8,False,3836.02,2606.8685773275424,0.0,1e-06,0.0,0.00019,-0.000128,1e-05
HDO-D2O-DX,6,9,False,3858.79,2591.4859321186177,0.01,2e-06,0.0,-0.000364,0.000195,-7e-06
HDO-D2O-DX,6,10,False,3963.66,2522.9207348763516,1.53,0.000302,2.4e-05,-0.000465,-0.001044,-0.004741
HDO-D2O-DX,6,11,False,4909.83,2036.7303959607564,0.0,0.0,0.0,-1.5e-05,4.2e-05,-8e-06
HDO-D2O-DX,7,7,True,2759.9,3623.319685495851,3.74,0.00074,8.4e-05,0.009049,-0.001158,-0.000629
HDO-D2O-DX,7,8,False,4038.71,2476.0381408915223,1.65,0.000327,2.5e-05,0.005004,-0.000238,-0.000436
HDO-D2O-DX,7,9,False,4082.02,2449.7675170626308,0.02,5e-06,0.0,-0.000566,0.000201,1.1e-05
HDO-D2O-DX,7,10,False,4190.93,2386.105232012942,0.0,0.0,0.0,-3e-06,-7e-06,-3.3e-05
HDO-D2O-DX,7,11,False,5108.76,1957.4221533209623,1.25,0.000247,1.5e-05,-0.003471,0.001742,-4.5e-05
HDO-D2O-DX,8,8,True,5227.78,1912.8578478818927,0.09,1.8e-05,1e-06,-0.000993,0.000332,2.4e-05
HDO-D2O-DX,8,9,False,5345.29,1870.8058870519653,0.04,7e-06,0.0,0.00065,-0.000102,-4.1e-05
HDO-D2O-DX,8,10,False,5457.15,1832.45833447862,0.0,0.0,0.0,-1.3e-05,-3.1e-05,-0.00014
HDO-D2O-DX,8,11,False,6387.13,1565.6484211218497,0.21,4.1e-05,2e-06,0.000275,-0.001354,0.000272
HDO-D2O-DX,9,9,True,5341.3,1872.2033961769605,0.25,4.9e-05,3e-06,-0.001389,0.000975,-7.8e-05
HDO-D2O-DX,9,10,False,5411.64,1847.868668278008,1.23,0.000243,1.4e-05,-0.000357,-0.000801,-0.003638
HDO-D2O-DX,9,11,False,6424.51,1556.538942269527,0.0,1e-06,0.0,-1e-05,0.000167,-3.6e-05
HDO-D2O-DX,10,10,True,5547.15,1802.7275267479697,0.01,2e-06,0.0,-0.000309,0.000161,-6e-06
HDO-D2O-DX,10,11,False,6533.35,1530.6083402848462,0.0,0.0,0.0,-6e-06,-1.2e-05,-5.7e-05
HDO-D2O-DX,11,11,True,7313.43,1367.3474689714676,1.44,0.000286,1.2e-05,0.00286,-0.001996,0.000161
HDO-D2O-HX,0,0,True,152.42,65608.18790185015,5.29,0.001046,0.002142,0.046217,0.000101,0.002447
HDO-D2O-HX,0,1,False,164.39,60830.95078776082,0.37,7.3e-05,0.000138,-0.006595,-5.1e-05,-0.009733
HDO-D2O-HX,0,2,False,164.06,60953.30976472022,0.03,5e-06,1e-05,6.4e-05,-0.003134,-3.2e-05
HDO-D2O-HX,0,3,False,201.15,49714.143673875216,0.05,1e-05,1.5e-05,1e-06,-0.003911,2.2e-05
HDO-D2O-HX,0,4,False,318.83,31364.67710064925,1.14,0.000225,0.000221,-2e-05,-0.014851,5.5e-05
HDO-D2O-HX,0,5,False,522.61,19134.72761715237,0.61,0.000121,7.2e-05,0.003069,-3.6e-05,-0.007935
HDO-D2O-HX,0,6,False,1257.2,7954.183900731785,0.28,5.6e-05,1.4e-05,9e-06,0.003722,-1.9e-05
HDO-D2O-HX,0,7,False,1513.03,6609.254277839831,0.08,1.6e-05,3e-06,-5e-06,0.001789,-3e-06
HDO-D2O-HX,0,8,False,2768.53,3612.025154143173,0.24,4.8e-05,5e-06,1e-06,0.002322,-5e-06
HDO-D2O-HX,0,9,False,2828.08,3535.967865124042,0.05,1e-05,1e-06,-5e-06,-0.001042,7e-06
HDO-D2O-HX,0,10,False,2876.89,3475.9757933045757,0.24,4.8e-05,5e-06,0.002115,-1.5e-05,-0.000861
HDO-D2O-HX,0,11,False,3708.97,2696.1663211080167,0.32,6.3e-05,5e-06,-8e-06,0.002309,-7e-06
HDO-D2O-HX,1,1,True,159.19,62818.01620704818,0.72,0.000143,0.00028,-0.016654,-3.3e-05,-0.001765
HDO-D2O-HX,1,2,False,159.76,62593.89083625439,0.1,1.9e-05,3.8e-05,-2.1e-05,-0.006128,-1e-06
HDO-D2O-HX,1,3,False,204.71,48849.59210590591,0.0,0.0,0.0,5.4e-05,7e-05,0.0
HDO-D2O-HX,1,4,False,289.94,34489.89446092295,0.12,2.4e-05,2.5e-05,7e-06,-0.005048,2.3e-05
HDO-D2O-HX,1,5,False,552.26,18107.413174953825,0.04,7e-06,4e-06,-0.000835,1.5e-05,-0.001846
HDO-D2O-HX,1,6,False,1259.56,7939.280383626028,0.02,4e-06,1e-06,2.7e-05,-0.001042,-1.1e-05
HDO-D2O-HX,1,7,False,1507.62,6632.971173107282,0.05,1e-05,2e-06,7e-06,-0.001439,5e-06
HDO-D2O-HX,1,8,False,2769.97,3610.147402318437,0.03,6e-06,1e-06,7e-06,-0.000797,5e-06
HDO-D2O-HX,1,9,False,2831.19,3532.083682126597,0.05,1e-05,1e-06,1e-06,-0.001042,6e-06
HDO-D2O-HX,1,10,False,2879.25,3473.126682295737,0.18,3.5e-05,4e-06,0.001613,4e-06,-0.001104
HDO-D2O-HX,1,11,False,3718.54,2689.2274925105016,0.09,1.8e-05,1e-06,-1.7e-05,0.001223,-2e-06
HDO-D2O-HX,2,2,True,151.33,66080.75067732768,1.76,0.000349,0.00072,-0.026184,4e-05,-0.005871
HDO-D2O-HX,2,3,False,200.86,49785.920541670814,1.06,0.000211,0.000327,0.017984,-6e-06,0.00196
HDO-D2O-HX,2,4,False,262.02,38165.02557056714,0.53,0.000105,0.000125,-0.009537,2.3e-05,0.005809
HDO-D2O-HX,2,5,False,538.48,18570.791858564848,1.31,0.000258,0.00015,1.5e-05,0.012236,-2.8e-05
HDO-D2O-HX,2,6,False,1259.25,7941.234862021044,0.53,0.000105,2.6e-05,-0.005,-1e-06,0.001068
HDO-D2O-HX,2,7,False,1502.4,6656.01703940362,0.06,1.2e-05,2e-06,5.3e-05,0.0,0.00156
HDO-D2O-HX,2,8,False,2769.0,3611.4120621162874,0.1,2e-05,2e-06,0.001053,-1e-06,0.00106
HDO-D2O-HX,2,9,False,2828.13,3535.9053508855673,0.05,1e-05,1e-06,0.000243,2e-06,0.001048
HDO-D2O-HX,2,10,False,2875.52,3477.6318718005787,0.05,1e-05,1e-06,2.4e-05,-0.001038,-5e-06
HDO-D2O-HX,2,11,False,3717.24,2690.1679740883023,1.06,0.000209,1.8e-05,-0.004124,-4e-06,0.000744
HDO-D2O-HX,3,3,True,239.88,41687.5104218776,0.49,9.6e-05,0.000125,0.009961,-1.1e-05,-0.005122
HDO-D2O-HX,3,4,False,300.26,33304.469459801505,0.19,3.8e-05,4e-05,0.0016,1.6e-05,0.006117
HDO-D2O-HX,3,5,False,576.75,17338.534893801472,2.72,0.000538,0.000291,1e-05,0.017064,-5.6e-05
HDO-D2O-HX,3,6,False,1301.6,7682.851874615858,0.03,6e-06,2e-06,-0.000748,2e-06,0.000999
HDO-D2O-HX,3,7,False,1549.05,6455.569542622898,0.04,9e-06,2e-06,-0.001094,-2e-06,-0.000724
HDO-D2O-HX,3,8,False,2813.6,3554.1654819448395,0.12,2.3e-05,3e-06,0.000739,-3e-06,-0.001434
HDO-D2O-HX,3,9,False,2872.22,3481.627451936133,0.0,1e-06,0.0,0.000256,0.0,-0.000117
HDO-D2O-HX,3,10,False,2921.35,3423.0749482259916,0.02,4e-06,0.0,0.0,0.000672,-2e-06
HDO-D2O-HX,3,11,False,3760.46,2659.249134414407,0.17,3.4e-05,3e-06,0.001503,-2e-06,-0.000723
HDO-D2O-HX,4,4,True,393.2,25432.3499491353,0.75,0.000148,0.000117,-0.009521,1.9e-05,0.00514
HDO-D2O-HX,4,5,False,660.28,15145.089961834374,0.02,4e-06,2e-06,1e-06,0.001455,-4e-06
HDO-D2O-HX,4,6,False,1392.26,7182.566474652723,0.17,3.3e-05,7e-06,0.002708,-1e-06,-0.000299
HDO-D2O-HX,4,7,False,1627.01,6146.243723148597,0.28,5.6e-05,1.1e-05,0.002136,-8e-06,-0.002493
HDO-D2O-HX,4,8,False,2904.71,3442.684467640487,0.3,6e-05,6e-06,-0.002306,3e-06,0.001047
HDO-D2O-HX,4,9,False,2959.69,3378.7322320918743,0.28,5.6e-05,6e-06,-0.002147,3e-06,0.001154
HDO-D2O-HX,4,10,False,3012.73,3319.248654874483,0.02,3e-06,0.0,-0.0,-0.000595,1e-06
HDO-D2O-HX,4,11,False,3868.1,2585.248571650164,1.15,0.000227,1.8e-05,-0.004217,-2e-06,-0.00073
HDO-D2O-HX,5,5,True,862.3,11596.892032935173,1.1,0.000217,7.9e-05,-0.008238,1.8e-05,0.003292
HDO-D2O-HX,5,6,False,1656.28,6037.626488274929,0.0,0.0,0.0,-1e-06,-0.000224,1e-06
HDO-D2O-HX,5,7,False,1904.22,5251.494050057241,0.06,1.1e-05,2e-06,0.0,-0.001372,4e-06
HDO-D2O-HX,5,8,False,3162.82,3161.7354133336703,0.04,8e-06,1e-06,-0.0,0.000875,-3e-06
HDO-D2O-HX,5,9,False,3220.57,3105.0404121009633,0.07,1.5e-05,1e-06,0.0,-0.001187,4e-06
HDO-D2O-HX,5,10,False,3270.34,3057.7860405951674,0.03,6e-06,1e-06,-0.00054,-1e-06,-0.000518
HDO-D2O-HX,5,11,False,4148.74,2410.3703775122085,0.03,6e-06,0.0,2e-06,0.000656,-3e-06
HDO-D2O-HX,6,6,True,2332.29,4287.631469499934,0.02,5e-06,1e-06,-0.000545,-1e-06,-0.000553
HDO-D2O-HX,6,7,False,2602.02,3843.168000245963,0.0,0.0,0.0,-0.000172,-0.0,-9e-06
HDO-D2O-HX,6,8,False,3856.98,2592.70206223522,0.01,2e-06,0.0,0.000332,0.0,0.000204
HDO-D2O-HX,6,9,False,3923.83,2548.530389950635,0.0,0.0,0.0,-9e-06,-0.0,-2.5e-05
HDO-D2O-HX,6,10,False,3962.51,2523.6529371534707,1.53,0.000302,2.4e-05,-1e-06,-0.004877,1.2e-05
HDO-D2O-HX,6,11,False,4799.47,2083.5633934580273,0.02,3e-06,0.0,0.000394,0.0,0.000225
HDO-D2O-HX,7,7,True,2822.61,3542.8202975260483,0.07,1.4e-05,2e-06,-0.0011,-2e-06,-0.000607
HDO-D2O-HX,7,8,False,4114.45,2430.4585059971564,0.0,1e-06,0.0,0.000132,-1e-06,-0.000227
HDO-D2O-HX,7,9,False,4164.14,2401.4562430657948,0.75,0.000149,1.1e-05,0.002515,7e-06,0.002192
HDO-D2O-HX,7,10,False,4222.2,2368.433518071148,0.0,0.0,0.0,0.0,3.9e-05,0.0
HDO-D2O-HX,7,11,False,5038.9,1984.5601222489038,4.22,0.000835,5.2e-05,-0.007056,-4e-06,-0.001386
HDO-D2O-HX,8,8,True,5335.6,1874.2034635280004,0.21,4.1e-05,2e-06,-0.001128,-2e-06,-0.001054
HDO-D2O-HX,8,9,False,5435.92,1839.6150053716758,0.0,0.0,0.0,-0.000102,-0.0,-7.7e-05
HDO-D2O-HX,8,10,False,5405.42,1849.9950050134864,1.21,0.00024,1.4e-05,1e-06,0.003724,-9e-06
HDO-D2O-HX,8,11,False,6310.14,1584.750893007128,0.08,1.6e-05,1e-06,-0.000824,-1e-06,-0.000369
HDO-D2O-HX,9,9,True,5414.27,1846.9710598104637,0.75,0.000148,9e-06,0.002201,6e-06,0.001917
HDO-D2O-HX,9,10,False,5543.63,1803.872192047449,0.0,0.0,0.0,0.0,8e-06,-0.0
HDO-D2O-HX,9,11,False,6364.8,1571.14127702363,0.11,2.1e-05,1e-06,-0.00035,3e-06,0.000955
HDO-D2O-HX,10,10,True,5541.02,1804.7218743119497,0.01,2e-06,0.0,-0.000286,-1e-06,-0.000188
HDO-D2O-HX,10,11,False,6417.94,1558.1323602277366,0.02,5e-06,0.0,0.0,0.000487,-1e-06
HDO-D2O-HX,11,11,True,7061.75,1416.0795836726024,0.14,2.8e-05,1e-06,-0.000837,-2e-06,-0.000738
HDO-H2O-DX,0,0,True,178.52,56016.1326462021,0.31,6.2e-05,0.000108,0.010382,-0.000183,0.000525
HDO-H2O-DX,0,1,False,189.32,52820.621170504965,1.59,0.000314,0.000518,-0.007891,-0.000355,-0.02134
HDO-H2O-DX,0,2,False,175.46,56993.04684828451,0.01,3e-06,5e-06,-0.000104,0.002135,-5.9e-05
HDO-H2O-DX,0,3,False,211.72,47232.193463064425,0.02,4e-06,6e-06,-6e-06,-0.002357,-1.1e-05
HDO-H2O-DX,0,4,False,331.73,30144.997437675218,2.02,0.0004,0.000376,0.000237,0.01939,-0.000444
HDO-H2O-DX,0,5,False,493.41,20267.12065016923,0.65,0.000128,8.1e-05,-9.1e-05,0.000164,0.008989
HDO-H2O-DX,0,6,False,1490.28,6710.148428483239,0.0,1e-06,0.0,-5.1e-05,0.000352,2e-06
HDO-H2O-DX,0,7,False,1684.81,5935.387373056903,0.82,0.000163,3e-05,7.3e-05,0.005492,-0.000176
HDO-H2O-DX,0,8,False,2769.48,3610.786140358479,0.05,1e-05,1e-06,2e-05,-0.001061,1.4e-05
HDO-H2O-DX,0,9,False,3779.56,2645.8106234588154,1.21,0.00024,2e-05,-1.4e-05,-0.004447,8e-05
HDO-H2O-DX,0,10,False,3837.9,2605.5915995726828,0.44,8.7e-05,7e-06,8e-06,-0.002663,4.8e-05
HDO-H2O-DX,0,11,False,3863.49,2588.333346275,1.02,0.000202,1.6e-05,-0.003722,0.000112,0.001563
HDO-H2O-DX,1,1,True,236.51,42281.510295547756,0.35,6.9e-05,9.1e-05,-0.004584,-2e-05,0.008355
HDO-H2O-DX,1,2,False,206.86,48341.873731025815,0.01,2e-06,3e-06,0.000193,-0.001717,0.000107
HDO-H2O-DX,1,3,False,232.27,43053.3430920911,0.04,8e-06,1.1e-05,-0.000167,-0.003239,3.3e-05
HDO-H2O-DX,1,4,False,288.6,34650.03465003465,0.39,7.7e-05,8.3e-05,0.000136,0.009091,-0.000269
HDO-H2O-DX,1,5,False,561.33,17814.832629647444,0.18,3.6e-05,2e-05,0.004414,-5.8e-05,0.000667
HDO-H2O-DX,1,6,False,1512.5,6611.570247933884,1.21,0.000239,4.9e-05,1.6e-05,-0.007014,0.000135
HDO-H2O-DX,1,7,False,1707.34,5857.064205137817,0.0,0.0,0.0,6.4e-05,-0.000139,-1.7e-05
HDO-H2O-DX,1,8,False,2788.6,3586.028831671807,0.04,8e-06,1e-06,1e-05,-0.00093,9e-06
HDO-H2O-DX,1,9,False,3800.59,2631.170423539503,0.04,8e-06,1e-06,9e-06,0.000819,-3.4e-05
HDO-H2O-DX,1,10,False,3856.66,2592.917187410869,0.03,6e-06,1e-06,3.8e-05,-0.000722,-9e-06
HDO-H2O-DX,1,11,False,3883.93,2574.711696657767,0.07,1.3e-05,1e-06,-0.000819,-3e-06,0.000626
HDO-H2O-DX,2,2,True,160.48,62313.06081754736,0.95,0.000189,0.000367,-0.017684,-2.3e-05,-0.007384
HDO-H2O-DX,2,3,False,197.36,50668.82853668423,1.62,0.00032,0.000506,0.021781,4.4e-05,0.005592
HDO-H2O-DX,2,4,False,227.9,43878.894251864855,3.75,0.000742,0.001016,-0.029389,0.000321,0.012342
HDO-H2O-DX,2,5,False,494.4,20226.53721682848,1.12,0.000222,0.00014,8.8e-05,0.011843,-0.000218
HDO-H2O-DX,2,6,False,1477.9,6766.357669666419,0.04,7e-06,2e-06,0.000987,1e-05,0.00077
HDO-H2O-DX,2,7,False,1678.58,5957.416387660999,0.07,1.3e-05,3e-06,0.001542,3.7e-05,0.000347
HDO-H2O-DX,2,8,False,2762.03,3620.525483068612,0.35,6.8e-05,8e-06,-0.002269,1.7e-05,0.001602
HDO-H2O-DX,2,9,False,3770.5,2652.168147460549,0.38,7.5e-05,6e-06,-0.001395,3.9e-05,0.002071
HDO-H2O-DX,2,10,False,3827.62,2612.5895465067065,0.08,1.6e-05,1e-06,0.000627,3.8e-05,0.000968
HDO-H2O-DX,2,11,False,3853.37,2595.1310151893017,0.07,1.3e-05,1e-06,5.5e-05,-0.00104,8e-06
HDO-H2O-DX,3,3,True,225.8,44286.97962798937,0.16,3.1e-05,4.3e-05,0.003999,0.000143,0.005187
HDO-H2O-DX,3,4,False,247.62,40384.460059769,0.52,0.000103,0.00013,0.008743,0.000142,0.007329
HDO-H2O-DX,3,5,False,520.66,19206.391887220067,1.03,0.000204,0.000122,7e-06,0.011044,-0.000245
HDO-H2O-DX,3,6,False,1509.9,6622.955162593549,0.13,2.5e-05,5e-06,0.000924,-4.7e-05,-0.002075
HDO-H2O-DX,3,7,False,1707.86,5855.2808778237095,0.12,2.4e-05,4e-06,0.001386,-3.2e-05,-0.001565
HDO-H2O-DX,3,8,False,2792.31,3581.2642579083267,0.55,0.00011,1.2e-05,0.003457,-1.1e-05,-0.000566
HDO-H2O-DX,3,9,False,3801.97,2630.215388338151,0.46,9.2e-05,8e-06,0.00166,-4.6e-05,-0.002187
HDO-H2O-DX,3,10,False,3857.41,2592.413043985472,0.06,1.3e-05,1e-06,-0.000993,-4e-06,-0.000222
HDO-H2O-DX,3,11,False,3885.8,2573.472643985794,0.06,1.1e-05,1e-06,-2e-06,0.000956,-2e-05
HDO-H2O-DX,4,4,True,342.56,29191.96637085474,2.25,0.000444,0.000405,-0.019204,0.000136,0.006
HDO-H2O-DX,4,5,False,631.64,15831.80292571718,0.03,5e-06,3e-06,7e-06,0.001596,-3.5e-05
HDO-H2O-DX,4,6,False,1594.02,6273.447008193122,0.14,2.7e-05,5e-06,-0.001818,-2.9e-05,-0.001416
HDO-H2O-DX,4,7,False,1795.05,5570.875463079023,0.43,8.5e-05,1.5e-05,-0.003703,-2.4e-05,-0.00104
HDO-H2O-DX,4,8,False,2891.04,3458.962864574686,0.39,7.8e-05,8e-06,-0.00278,1.7e-05,0.000814
HDO-H2O-DX,4,9,False,3889.91,2570.753564992506,0.8,0.000158,1.3e-05,-0.003428,2e-05,0.000953
HDO-H2O-DX,4,10,False,3940.84,2537.5300697313264,0.53,0.000105,8e-06,-0.002864,7e-06,0.000355
HDO-H2O-DX,4,11,False,3973.99,2516.3626481193965,0.06,1.1e-05,1e-06,-1e-06,-0.00094,1.8e-05
HDO-H2O-DX,5,5,True,793.1,12608.750472828142,0.84,0.000165,6.5e-05,-0.007873,3.9e-05,0.001741
HDO-H2O-DX,5,6,False,1821.5,5489.980785067252,0.06,1.2e-05,2e-06,-0.0,0.001446,-3.1e-05
HDO-H2O-DX,5,7,False,2012.61,4968.672519762895,0.0,1e-06,0.0,4e-06,0.00033,-8e-06
HDO-H2O-DX,5,8,False,3115.36,3209.901905397771,0.0,0.0,0.0,2e-06,0.000184,-5e-06
HDO-H2O-DX,5,9,False,4105.64,2435.673853528317,0.03,5e-06,0.0,1e-06,0.000621,-1.4e-05
HDO-H2O-DX,5,10,False,4160.78,2403.3955171866814,0.08,1.7e-05,1e-06,-0.0,-0.001122,2.4e-05
HDO-H2O-DX,5,11,False,4189.65,2386.8342224290814,0.06,1.3e-05,1e-06,0.0004,-1.9e-05,-0.000879
HDO-H2O-DX,6,6,True,2756.39,3627.9336378378966,3.84,0.000761,8.6e-05,0.008976,5e-05,0.002358
HDO-H2O-DX,6,7,False,2979.69,3356.05381767902,0.0,0.0,0.0,-0.000151,0.0,4e-06
HDO-H2O-DX,6,8,False,4040.3,2475.0637328911216,1.69,0.000334,2.6e-05,0.005008,1.8e-05,0.00084
HDO-H2O-DX,6,9,False,5074.13,1970.781197959059,0.0,1e-06,0.0,-7.4e-05,4e-06,0.000202
HDO-H2O-DX,6,10,False,5112.81,1955.8716244100601,1.24,0.000246,1.5e-05,-0.003223,-4.6e-05,-0.002147
HDO-H2O-DX,6,11,False,5157.92,1938.7660142072773,0.0,0.0,0.0,-0.0,-0.00016,3e-06
HDO-H2O-DX,7,7,True,3141.78,3182.9090515567605,0.04,9e-06,1e-06,-0.000636,-1.4e-05,-0.000682
HDO-H2O-DX,7,8,False,4253.27,2351.132187704989,0.01,1e-06,0.0,0.000175,-5e-06,-0.000252
HDO-H2O-DX,7,9,False,5258.75,1901.5925837889233,0.04,7e-06,0.0,-0.000548,-7e-06,-0.000373
HDO-H2O-DX,7,10,False,5329.39,1876.3873538997896,0.0,0.0,0.0,-4.7e-05,0.0,7e-06
HDO-H2O-DX,7,11,False,5338.89,1873.0485175757506,3.79,0.000749,4.4e-05,1e-06,0.006616,-0.000137
HDO-H2O-DX,8,8,True,5232.07,1911.2894131768116,0.12,2.4e-05,1e-06,-0.001075,-1.1e-05,-0.000499
HDO-H2O-DX,8,9,False,6346.75,1575.6095639500531,0.07,1.4e-05,1e-06,-0.000725,-8e-06,-0.00039
HDO-H2O-DX,8,10,False,6396.52,1563.3500716014332,0.21,4.1e-05,2e-06,9.3e-05,3e-05,0.001412
HDO-H2O-DX,8,11,False,6430.51,1555.0866105487744,0.02,4e-06,0.0,0.0,0.000452,-9e-06
HDO-H2O-DX,9,9,True,7289.18,1371.8964273073238,0.46,9.1e-05,4e-06,-0.00141,-2.8e-05,-0.001387
HDO-H2O-DX,9,10,False,7424.15,1346.9555437322792,0.0,0.0,0.0,4.2e-05,0.0,1.5e-05
HDO-H2O-DX,9,11,False,7298.13,1370.214013726804,2.51,0.000497,2.1e-05,1e-06,0.004609,-9.5e-05
HDO-H2O-DX,10,10,True,7325.36,1365.120622058165,1.45,0.000286,1.2e-05,0.002579,5e-05,0.002353
HDO-H2O-DX,10,11,False,7508.04,1331.9055306045252,0.0,0.0,0.0,-0.0,-8.9e-05,2e-06
HDO-H2O-DX,11,11,True,7446.12,1342.9813110720752,0.01,3e-06,0.0,-0.000274,-4e-06,-0.000175
HDO-H2O-HX,0,0,True,174.16,57418.4657785944,1.9,0.000375,0.000673,-0.025141,0.003686,-0.005199
HDO-H2O-HX,0,1,False,217.39,46000.27600165601,0.01,2e-06,3e-06,0.001211,-0.000297,0.001384
HDO-H2O-HX,0,2,False,210.41,47526.258257687376,0.03,5e-06,8e-06,-0.000681,-0.002549,-0.000802
HDO-H2O-HX,0,3,False,227.06,44041.22258433894,0.15,2.9e-05,4e-05,0.000581,0.00612,0.001343
HDO-H2O-HX,0,4,False,383.51,26074.939375765953,0.96,0.00019,0.000155,-0.001086,-0.012109,-0.002639
HDO-H2O-HX,0,5,False,539.35,18540.836191712246,0.31,6.2e-05,3.6e-05,0.001736,-0.001441,0.005537
HDO-H2O-HX,0,6,False,1530.6,6533.385600418137,0.14,2.7e-05,6e-06,0.000226,0.002279,0.00052
HDO-H2O-HX,0,7,False,1688.77,5921.469471864138,0.23,4.5e-05,8e-06,0.000244,0.002812,0.000618
HDO-H2O-HX,0,8,False,2833.2,3529.5778624876466,0.29,5.7e-05,6e-06,-0.000221,-0.002428,-0.000532
HDO-H2O-HX,0,9,False,3727.05,2683.087160086395,0.13,2.6e-05,2e-06,0.000152,0.001439,0.000321
HDO-H2O-HX,0,10,False,3778.41,2646.615904573617,0.31,6.2e-05,5e-06,0.000211,0.002195,0.000497
HDO-H2O-HX,0,11,False,3867.31,2585.7766768115307,0.43,8.6e-05,7e-06,-0.002355,0.000446,-0.001096
HDO-H2O-HX,1,1,True,235.36,42488.1033310673,1.06,0.00021,0.000279,0.014732,0.000428,-0.007846
HDO-H2O-HX,1,2,False,223.63,44716.71958145151,0.43,8.5e-05,0.000118,-0.001681,-0.010418,-0.002584
HDO-H2O-HX,1,3,False,252.31,39633.78383734295,0.05,1e-05,1.2e-05,-0.000674,-0.00332,-0.000762
HDO-H2O-HX,1,4,False,379.31,26363.6603306003,0.24,4.8e-05,3.9e-05,-0.000993,-0.005955,-0.001637
HDO-H2O-HX,1,5,False,594.17,16830.20011107932,0.39,7.8e-05,4.1e-05,-0.001392,-0.000959,0.006166
HDO-H2O-HX,1,6,False,1544.96,6472.659486329743,0.06,1.2e-05,2e-06,0.000149,0.00152,0.000309
HDO-H2O-HX,1,7,False,1716.83,5824.688524781138,0.0,0.0,0.0,0.000172,-0.00014,7.2e-05
HDO-H2O-HX,1,8,False,2869.18,3485.316362166194,0.0,0.0,0.0,5.1e-05,0.0002,4.2e-05
HDO-H2O-HX,1,9,False,3770.48,2652.1822155269356,0.31,6.1e-05,5e-06,0.000161,0.002194,0.000458
